% Model:              RWGS_demo_CeO2_cycle1_flow1_H2.mph
% Version:            COMSOL 5.6.0.341
% Date:               Oct 5 2022, 11:18
% Dimension:          1
% Nodes:              1386
% Expressions:        8
% Description:        
% X                       c/c_max (1) @ t=0        c/c_max (1) @ t=80       c/c_max (1) @ t=160      c/c_max (1) @ t=240      c/c_max (1) @ t=320      c/c_max (1) @ t=400      c/c_max (1) @ t=480      c/c_max (1) @ t=520.97
0.0010818321160915663     0.9999910192757601       0.01967385467824703      0.010987532122764168     0.007834174067336268     0.00616280715008371      0.005114186286922469     0.004389360498202315     0.0040974269638098075
0.0011124620403169952     0.9999910192757601       0.019801514749230874     0.011059049752497212     0.007885292264684233     0.00620309994324865      0.005147679312024281     0.004418148398072646     0.004124318362975864
0.0011436730476035732     0.9999910192757601       0.01993145105832673      0.011131848090355037     0.00793732920020997      0.006244119086600178     0.005181777647810319     0.004447457727183417     0.004151697343649017
0.0011754761617305807     0.9999910192757601       0.020063702135455184     0.011205948943198695     0.00799030060776521      0.006285877080762725     0.005216491756271823     0.004477297531552673     0.004179572379504639
0.0012078826156104062     0.9999910192757601       0.020198307106303773     0.011281374456580935     0.00804422246748232      0.006328386623480329     0.005251832265471376     0.004507677001651868     0.004207952079915185
0.0012409038552560392     0.9999910192757601       0.020335305700300593     0.011358147119208439     0.00809911100903318      0.006371660612245682     0.005287809971776633     0.004538605474364828     0.0042368451917978705
0.0012745515438238114     0.9999910192757601       0.020474738258682002     0.011436289767449984     0.008154982714920177     0.006415712146954648     0.0053244358421155455    0.004570092434965631     0.004266260601480223
0.0013088375657328527     0.9999910192757601       0.02061664574265659      0.011515825589891223     0.008211854323799672     0.0064605545325865       0.005361721016253332     0.0046021475191155075    0.004296207336583599
0.0013437740308626775     0.9999910192757601       0.02076106974166692      0.011596778131936769     0.008269742833838247     0.0065062012819100635    0.005399676809091281     0.004634780514878912     0.0043266945679247965
0.001379373278830424      0.9999910192757601       0.020908052481751423     0.011679171300460226     0.00832866550610213      0.0065526661182160545    0.005438314712987624     0.004668001364758855     0.004357731611435852
0.0014156478833492168     0.9999910192757601       0.02105763683400804      0.011763029368502861     0.008388639867980198     0.006599962978075807     0.005477646400100591     0.004701820167751684     0.004389327930102152
0.0014526106566692355     0.9999910192757601       0.021209866323162182     0.01184837698002177      0.008449683716640946     0.006648106014126733     0.005517683724753907     0.0047362471814214185    0.004421493135919017
0.0014902746541030096     0.9999910192757601       0.021364785136240894     0.011935239154688132     0.008511815122523839     0.006697109597884722     0.005558438725824885     0.0047712928239938045    0.004454236991866844
0.001528653178636588      0.9999910192757601       0.021522438131355754     0.012023641292736632     0.008575052432865608     0.006746988322583836     0.005599923629155359     0.0048069676764702805    0.004487569413904996
0.001567759785628165      0.9999910192757601       0.02168287084659681      0.012113609179866678     0.008639414275261784     0.006797757006043587     0.005642150849985669     0.0048432824847619675    0.004521500472984562
0.0016076082875958668     0.9999910192757601       0.021846129509040177     0.012205168992196485     0.008704919561264166     0.006849430693564125     0.005685132995411944     0.004880248161843944     0.004556040397080185
0.001648212759096342      0.9999910192757601       0.0220122610438717       0.012298347301270846     0.008771587490014592     0.00690202466084972      0.005728882866866933     0.0049178757899299265    0.0045911995732410785
0.0016895875416959344     0.9999910192757601       0.02218131308362978      0.012393171079123695     0.008839437551915713     0.006955554416960854     0.005773413462624664     0.004956176622667627     0.004626988549661479
0.00173174724903613       0.9999910192757601       0.02235333397756967      0.012489667703396361     0.008908489532339192     0.007010035707295361     0.005818737980329178     0.004995162087354929     0.00466341803777065
0.0017747067719951367     0.9999910192757601       0.02252837280115282      0.012587864962512746     0.008978763515372093     0.0070654845165989905    0.005864869819547695     0.005034843787177204     0.004700498914342731
0.0018184812839473516     0.9999910192757601       0.022706479365663685     0.012687791060912387     0.009050279887601986     0.007121917072005834     0.005911822584348461     0.005075233503465926     0.004738242223626553
0.0018630862461226372     0.9999910192757601       0.022887704227957766     0.012789474624342748     0.009123059341941494     0.0071793498461090585    0.005959610085903649     0.005116343197978886     0.004776659179495738
0.001908537413067235      0.9999910192757601       0.023072098700343605     0.012892944705211769     0.009197122881492934     0.007237799560062429     0.006008246345117643     0.00515818501520226      0.004815761167619234
0.0019548508382083176     0.9999910192757601       0.02325971486060282      0.012998230788002175     0.009272491823453886     0.0072972831867131145    0.006057745595281089     0.005200771284674843     0.004855559747652633
0.002002042879524067      0.9999910192757601       0.023450605562151085     0.013105362794748639     0.00934918780306429      0.007357817953766262     0.006108122284751057     0.0052441145233346805    0.004896066655450451
0.0020501302053213557     0.9999910192757601       0.02364482444434423      0.013214371090579375     0.009427232777596044     0.007419421346981961     0.006159391079657774     0.005288227437888512     0.004937293805299713
0.002099129800123006      0.9999910192757601       0.023842425942933017     0.013325286489323494     0.00950664903038579      0.0074821111134050575    0.006211566866638289     0.00533312292720425      0.0049792532921751126
0.0021490589706667624     0.9999910192757601       0.024043465300670745     0.013438140259185627     0.009587459174911897     0.007545905264628534     0.006264664755597576     0.005378814084726932     0.00502195739401606
0.0021999353520180506     0.9999910192757601       0.024247998578077575     0.01355296412848941      0.009669686158916386     0.007610822080090967     0.006318700082497474     0.005425314200918447     0.005065418574025954
0.0022517769137987234     0.9999910192757601       0.024456082664366153     0.013669790291491452     0.009753353268572918     0.007676880110408795     0.006373688412174024     0.005472636765721483     0.005109649482994018
0.002304601966533948      0.9999910192757601       0.024667775288532524     0.013788651414267385     0.009838484132701667     0.007744098180744008     0.006429645541183624     0.005520795471048012     0.005154662961640054
0.0023584291681195226     0.9999910192757601       0.02488313503061741      0.013909580640671779     0.009925102727032223     0.00781249539420805      0.006486587500678635     0.005569804213292829     0.005200472042982508
0.0024132775304118725     0.9999910192757601       0.0251022213331421       0.014032611598373811     0.010013233378515514     0.007882091135302569     0.006544530559312901     0.005619677095872507     0.005247089954730232
0.0024691664259430686     0.9999910192757601       0.025325094512724113     0.014157778404970392     0.010102900769685903     0.007952905073397841     0.006603491226177815     0.005670428431790277     0.0052945301216983575
0.002526115594763242      0.9999910192757601       0.02555181577187776      0.014285115674178854     0.010194129943074542     0.008024957166249746     0.0066634862537695355    0.005722072746227299     0.005342806168248724
0.0025841451514127954     0.9999910192757601       0.025782447211004506     0.014414658522111039     0.010286946305675261     0.008098267663555881     0.006724532640987956     0.005774624779160799     0.005391931920755305
0.0026432755920268976     0.9999910192757601       0.026017051840578953     0.014546442573631062     0.01038137563346417      0.008172857110552002     0.006786647636168104     0.005828099488009665     0.0054419214100951165
0.002703527801574751      0.9999910192757601       0.02625569359353566      0.014680503968798693     0.010477444075974228     0.008248746351649424     0.006849848740144651     0.005882512050307979     0.0054927888741650895
0.002764923061236195      0.9999910192757601       0.02649843733786287      0.01481687936940071      0.010575178160926216     0.008325956534114448     0.006914153709350244     0.005937877866407075     0.005544548760425435
0.0028274830559182557     0.9999910192757601       0.026745348889408906     0.014955605965572504     0.01067460479891735      0.008404509111790732     0.006979580558948386     0.005994212562206749     0.005597215728470028
0.00289122988191429       0.9999910192757601       0.02699649502490748      0.015096721482512208     0.010775751288169058     0.008484425848865645     0.007046147566001645     0.006051531991916184     0.005650804652624376
0.0029561860547084357     0.9999910192757601       0.027251943495228314     0.015240264187289977     0.010878645319335365     0.008565728823681607     0.0071138732726759865    0.00610985224084528      0.005705330624571742
0.0030223745169281136     0.9999910192757601       0.027511763038859462     0.015386272895754735     0.010983314980373337     0.008648440432593475     0.0071827764894820305    0.006169189628227008     0.0057608089560080445
0.003089818646447403      0.9999910192757601       0.027776023395628315     0.01553478697954116      0.011089788761477298     0.008732583393873167     0.007252876298554136     0.006229560710071514     0.005817255181326149
0.003158542264644146      0.9999910192757601       0.028044795320668163     0.015685846373179456     0.01119809556007827      0.008818180751662557     0.007324192056968132     0.006290982282052678     0.005874685060330195
0.0032285696448136974     0.9999910192757601       0.028318150598637484     0.015839491581310827     0.011308264685910426     0.008905255879975937     0.007396743400098674     0.006353471382427863     0.00593311458098065
0.0032999255207422887     0.9999910192757601       0.02859616205819945      0.0159957636860114       0.01142032586614625      0.008993832486753187     0.007470550245017134     0.006417045294991617     0.005992559962170776
0.0033726350954430555     0.9999910192757601       0.028878903586769332     0.016154704354227528     0.011534309250602198     0.00908393461796501      0.007545632793931024     0.006481721552064142     0.006053037656535246
0.0034467240500577574     0.9999910192757601       0.02916645014553755      0.016316355845325533     0.011650245417016541     0.009175586661771385     0.007622011537665909     0.006547517937515344     0.006114564353291636
0.003522218552927433      0.9999910192757601       0.029458877784776804     0.016480761018759        0.011768165376401594     0.009268813352734818     0.007699707259190977     0.006614452489825309     0.0061771569811156
0.003599145268835073      0.9999910192757601       0.029756263659441257     0.01664796334185683      0.011888100578471903     0.009363639776089484     0.0077787410371891645    0.00668254350518205      0.006240832711050484
0.0036775313684236813     0.9999910192757601       0.03005868604506682      0.016818006897735244     0.01201008291715065      0.009460091372067986     0.007859134249673123     0.006751809540617529     0.006305608959452269
0.0037574045377929835     0.9999910192757601       0.030366224353981185     0.016990936393337253     0.012134144736156205     0.009558193940286933     0.007940908577648027     0.006822269417182742     0.006371503390970602
0.003838792988278208      0.9999910192757601       0.03067895915183289      0.017166797167603005     0.012260318834670967     0.009657973644193088     0.008024086008822501     0.00689394222316297      0.006438533921566908
0.003921725466414371      0.9999910192757601       0.030996972174448828     0.01734563519977449      0.012388638473094649     0.009759457015571404     0.008108688841368807     0.00696684731733408      0.006506718721570385
0.004006231264089606      0.9999910192757601       0.03132034634503003      0.017527497117838478     0.012519137378884264     0.009862670959116785     0.008194739687733588     0.007041004332260962     0.006576076218772879
0.004092340228891101      0.9999910192757601       0.031649165791695556     0.017712430207111187     0.012651849752483011     0.009967642757070962     0.008282261478500395     0.007116433177639116     0.00664662510156357
0.004180082774647326      0.9999910192757601       0.03198351586538512      0.01790048241896878      0.012786810273340537     0.010074400073926395     0.00837127746630536      0.007193154043680479     0.006718384322104479
0.004269489892170224      0.9999910192757601       0.03232348315813078      0.018091702379727414     0.012924054106026808     0.010182970961198749     0.008461811229807326     0.007271187404544583     0.006791373099547766
0.004360593160201255      0.9999910192757601       0.03266915552170902      0.018286139399677225     0.013063616906442234     0.010293383862269885     0.00855388667771387      0.007350554021816256     0.006865610923295943
0.004453424756565013      0.9999910192757601       0.033020622086684034     0.018483843482273957     0.013205534828126407     0.010405667617302937     0.008647528052864542     0.007431274948030877     0.006941117556305958
0.004548017469534537      0.9999910192757601       0.033377973281854476     0.018684865333493034     0.013349844528668182     0.010519851468231664     0.008742759936372925     0.00751337153024858      0.007017913038438388
0.004644404709412129      0.9999910192757601       0.033741300854115        0.01888925637134989      0.013496583176219561     0.010635965063825635     0.008839607251828823     0.0075968654136784625    0.007096017689852709
0.004742620520329984      0.9999910192757601       0.034110697888745684     0.01909706873559164      0.013645788456116385     0.010754038464833497     0.008938095269562293     0.007681778545354193     0.007175452114449979
0.004842699592274587      0.9999910192757601       0.03448625883014113      0.01930835529756414      0.013797498577608265     0.010874102149206095     0.009038249610970947     0.007768133177862178     0.007256237203363918
0.004944677273339301      0.9999910192757601       0.03486807950299337      0.01952316967025945      0.013951752280700834     0.010996187017401631     0.009140096252912186     0.007855951873123745     0.007338394138501793
0.005048589582209357      0.9999910192757601       0.035256257133941364     0.019741566218548504     0.014108588843113144     0.011120324397774887     0.009243661532161978     0.007945257506232569     0.0074219443961362
0.005154473220883726      0.9999910192757601       0.035650890373701255     0.019963600069603838     0.01426804808735319      0.011246546052052662     0.009348972149941915     0.008036073269348822     0.007506909750549086
0.0052623655876383145     0.9999910192757601       0.036052079319691926     0.02018932712351746      0.014430170387914555     0.01137488418089759      0.009456055176516154     0.008128422675651377     0.007593312277729302
0.005372304790235109      0.9999910192757601       0.036459925539170296     0.0204188040641191       0.014594996678597353     0.011505371429562612     0.009564938055860098     0.008222329563349588     0.0076811743591249934
0.005484329659381879      0.9999910192757601       0.036874532092891925     0.020652088370000016     0.014762568459956564     0.011638040893638305     0.009675648610402533     0.008317818099756048     0.007770518685452191
