% Model:              RWGS_demo_CeO2_cycle2_CO2.mph
% Version:            COMSOL 5.6.0.341
% Date:               Jun 28 2022, 11:42
% Dimension:          1
% Nodes:              1386
% Expressions:        6
% Description:        
% X                       c/c_max (1) @ t=0        c/c_max (1) @ t=80       c/c_max (1) @ t=160      c/c_max (1) @ t=240      c/c_max (1) @ t=320      c/c_max (1) @ t=404.35
0                         0.0038406687619577592    0.005140425700961602     0.006455692944453285     0.008612466792028602     0.013609415511242146     0.49969451991156527
1.0106389363155493E-5     0.003851880873027039     0.005140553543311701     0.006455832756933708     0.008612648301762163     0.013609718580419249     0.49969611759584553
2.0404507952446597E-5     0.0038633035038297212    0.005140943265268867     0.0064562589767997065    0.008613201638528871     0.013610642495961058     0.49970098812956226
3.0897993080352014E-5     0.0038749386268905153    0.005141605327360474     0.006456983067729372     0.0086141416924212       0.013612212126083734     0.4997092624353273
4.159055106313618E-5      0.003886790682949368     0.005142550398042985     0.006458016739453093     0.008615483678887204     0.013614452887004948     0.4997210741870307
5.248595852992239E-5      0.003898863503901737     0.00514378935020417      0.006459371946600002     0.008617243138087292     0.013617390742556915     0.4997365597878281
6.358806375660837E-5      0.0039111611660845235    0.005145333257126856     0.006461060887173478     0.008619435933842939     0.013621052203177844     0.49975585834307096
7.490078802507985E-5      0.003923687770520681     0.0051471933878939       0.006463096000641774     0.008622078252162923     0.013625464324261316     0.4997791116279544
8.642812700821763E-5      0.0039364475029871416    0.005149381202214927     0.0064654899656302455    0.008625186599333456     0.013630654703844055     0.4998064640496723
9.817415218117173E-5      0.003949444619597411     0.005151908344656592     0.006468255697202169     0.008628777799558951     0.013636651479613352     0.49983806260386227
1.1014301225941769E-4     0.003962683452137967     0.005154786638259554     0.006471406343715628     0.00863286899214094      0.013643483325216825     0.4998740568251291
1.2233893466408478E-4     0.0039761684081844       0.005158028077526956     0.006474955283244693     0.008637477628183406     0.013651179445858072     0.49991459873144156
1.347662270150932E-4      0.003989903972622671     0.005161644820771278     0.006478916119553877     0.008642621466813605     0.013659769573163569     0.49995984276219724
1.4742927865260753E-4     0.00400389470881883      0.005165649181808608     0.006483302677615701     0.008648318570908479     0.01366928395930738      0.5000099457097604
1.6033256218736384E-4     0.004018145259902385     0.005170053620991959     0.006488128998662321     0.008654587302317843     0.013679753370382169     0.5000650666442858
1.734806350803981E-4      0.004032660350041179     0.005174870735578239     0.0064934093347631654    0.008661446316576669     0.013691209079006825     0.5001253668316444
1.868781412527545E-4      0.004047444785739869     0.005180113249426625     0.0064991581429220055    0.008668914557100138     0.01370368285616294      0.5001910096442853
2.0052981272572078E-4     0.004062503457153178     0.00518579400202983      0.006505390078688049     0.008677011248856576     0.013717206962254681     0.5002621604648718
2.1444047129218845E-4     0.004077841339417147     0.005191925936883602     0.006512119989277476     0.008685755891514888     0.013731814137388961     0.5003389865825513
2.286150302197191E-4      0.004093463493997347     0.005198522089204268     0.0065193629062033215    0.008695168252064877     0.013747537590875176     0.5004216570817214
2.4305849598591723E-4     0.0041093750700542       0.0052055955730087615    0.006527134037413623     0.008705268356910502     0.013764410989946654     0.5005103427231858
2.577759700467249E-4      0.004125581305826122     0.005213159567576705     0.006535448758939649     0.008716076483438188     0.013782468447708716     0.5006052158175983
2.7277265063826804E-4     0.004142087530029786     0.005221227303319617     0.006544322606058345     0.008727613151064352     0.01380174451032126      0.5007064500911205
2.8805383461287775E-4     0.004158899163278128     0.005229812047088042     0.006553771263975322     0.008739899111768363     0.013822274143426962     0.500814220543239
3.0362491930995233E-4     0.004176021719516358     0.005238927086953623     0.006563810558037325     0.008752955340119677     0.01384409271783958      0.5009287032967117
3.194914044623004E-4      0.0041934608074753205    0.005248585716509533     0.006574456443485737     0.008766803022810188     0.01386723599451023      0.5010500754396334
3.3565889413866205E-4     0.004211222132143        0.005258801218739459     0.006585724994765492     0.008781463547705435     0.013891740108793224     0.5011785148596478
3.521330987230691E-4      0.004229311496254033     0.005269586849512198     0.006597632394406776     0.008796958492431027     0.013917641554036766     0.5013142000703515
3.6891983693176727E-4     0.0042477348017973       0.005280955820766185     0.0066101949215000054    0.008813309612513368     0.013944977164527698     0.501457310029975
3.860250378683926E-4      0.004266498051541637     0.005292921283455409     0.006623428939787836     0.008830538829096844     0.01397378409782355      0.5016080239524542
4.034547431181436E-4      0.004285607350579957     0.005305496310335592     0.00663735088540139      0.008848668216262338     0.014004099816509233     0.5017665211110414
4.212151088816756E-4      0.0043050689078913       0.00531869387867672      0.006651977254271415     0.00886771998797536      0.014035962069419821     0.5019329806346428
4.3931240814948575E-4     0.004324889037922009     0.005332526852995311     0.006667324589248699     0.008887716484695045     0.014069408872375375     0.5021075812971063
4.577530329175384E-4      0.004345074162184791     0.00534700796790667      0.006683409466971837     0.008908680159678542     0.014104478488477769     0.502290501299726
4.7654349644493264E-4     0.004365630810876642     0.005362149811204208     0.00670024848452427      0.008930633565018749     0.014141209408024227     0.502481918047267
4.956904355543938E-4      0.004386565624515414     0.005377964807279098     0.006717858245926278     0.008953599337456411     0.014179640328096264     0.5026820079178629
5.152006129764119E-4      0.004407885355595128     0.005394465200999335     0.006736255348511665     0.008977600184011298     0.014219810131887448     0.5028909460271772
5.350809197378479E-4      0.004429596870259895     0.005411663042172378     0.0067554563692425905    0.009002658867480149     0.014261757867837498     0.5031089059872718
5.553383775958558E-4      0.004451707149997159     0.005429570170719876     0.006775477851020016     0.009028798191852823     0.01430552272864459      0.503336059660664
5.759801415179802E-4      0.004474223293349389     0.005448198202696428     0.006796336289050926     0.009056040987700981     0.014351144030232065     0.5035725769101096
5.970135022093011E-4      0.004497152517645065     0.005467558517286742     0.006818048117337235     0.00908441009759713      0.014398661190749486     0.5038186253446917
