% Model:              RWGS_demo_CeO2_cycle1_CO2.mph
% Version:            COMSOL 5.6.0.341
% Date:               Jun 29 2022, 10:19
% Dimension:          1
% Nodes:              89
% Expressions:        1
% Description:        Point graph
% X                       Height
0                         0.9965886129400814
5                         0.9963849485946902
10                        0.9963129407135829
15                        0.9962488029579228
20                        0.9961893771360744
25                        0.996132964476162
30                        0.9960785595093338
35                        0.9960255169619284
40                        0.9959733943064792
45                        0.9959218711662666
50                        0.9958707049832127
55                        0.9958197050587849
60                        0.9957687165202741
65                        0.995717609958494
70                        0.9956662744666391
75                        0.9956146128048818
80                        0.9955625379412921
85                        0.9955099705111464
90                        0.9954568369050467
95                        0.9954030677971215
100                       0.9953485969869528
105                       0.9952933604685599
110                       0.9952372956656623
115                       0.9951803407897026
120                       0.9951224342888543
125                       0.9950635143643499
130                       0.9950035185361626
135                       0.9949423832441056
140                       0.9948800434733064
145                       0.994816432395084
150                       0.9947514810157394
155                       0.9946851178268219
160                       0.9946172684511573
165                       0.9945478552793918
170                       0.9944767970920741
175                       0.9944040086623948
180                       0.9943294003346538
185                       0.9942528775733449
190                       0.9941743404774341
195                       0.9940936832539726
200                       0.9940107936446063
205                       0.9939255522978292
210                       0.9938378320789383
215                       0.993747497308581
220                       0.9936544029194956
225                       0.9935583935195014
230                       0.9934593023469498
235                       0.9933569501026323
240                       0.9932511436394912
245                       0.9931416744882879
250                       0.9930283171935441
255                       0.9929108274294195
260                       0.9927889398595523
265                       0.9926623656980061
270                       0.9925307899200474
275                       0.99239386806111
280                       0.9922512225294927
285                       0.9921024383423919
290                       0.9919470581749447
295                       0.9917845765868836
300                       0.9916144332596455
305                       0.9914360050362984
310                       0.9912485965046581
315                       0.9910514287966912
320                       0.990843626189518
325                       0.9906241999778116
330                       0.9903920289339145
335                       0.9901458354660977
340                       0.9898841563061465
345                       0.9896053061744219
350                       0.989307332338539
355                       0.9889879572329662
360                       0.9886445052373616
365                       0.9882738081597233
370                       0.9878720816797962
375                       0.9874347615623245
380                       0.9869562831571379
385                       0.9864297793851073
390                       0.9858466589987329
395                       0.9851960046622863
400                       0.9844636923029462
405                       0.9836310655063978
410                       0.9826728717380494
415                       0.9815538473613958
420                       0.9802185735476824
425                       0.9781384008639811
430                       0.9045599988706058
435                       0.5791279846327999
436.5631465819171         0.5013226421416697
