% Model:              RWGS_demo_CeO2_H2_1.mph
% Version:            COMSOL 5.6.0.341
% Date:               Jun 28 2022, 10:52
% Dimension:          1
% Nodes:              1386
% Expressions:        8
% Description:        Dependent variable u2
% X                       u2 (1) @ t=0             u2 (1) @ t=80            u2 (1) @ t=160           u2 (1) @ t=240           u2 (1) @ t=320           u2 (1) @ t=400           u2 (1) @ t=480           u2 (1) @ t=520.97
1.347662270150932E-4      9.999999999999999E-5     0.0718764651761877       0.08811251141589271      0.09838729949215248      0.10604568395694378      0.11220038600923904      0.1173685060616754       0.11973074757290694
1.4742927865260753E-4     9.999999999999999E-5     0.0717886567730106       0.08801183770814289      0.09827952750224817      0.10593317080816862      0.11208440927562921      0.11724986218653397      0.11961095840755627
1.6033256218736384E-4     9.999999999999999E-5     0.07169962225687745      0.08790974086818298      0.0981702190250254       0.10581904306664093      0.11196675935871758      0.11712949891340789      0.119489429649213
1.734806350803981E-4      9.999999999999999E-5     0.07160935123042417      0.08780620828150908      0.09805936002454516      0.10570328564385233      0.11184742033446445      0.1170073996268825       0.11936614437020834
1.868781412527545E-4      9.999999999999999E-5     0.07151783341375964      0.08770122745298162      0.09794693658013326      0.10558588356107604      0.111726376382802        0.11688354780972365      0.11924108573814202
2.0052981272572078E-4     9.999999999999999E-5     0.0714250586516153       0.08759478601501078      0.09783293489509119      0.10546682195839241      0.11160361179686798      0.11675792705225621      0.11911423702531745
2.1444047129218845E-4     9.999999999999999E-5     0.07133101692057925      0.08748687173586388      0.09771734130554023      0.10534608610386768      0.1114791109924048       0.11663052106191521      0.11898558161835242
2.286150302197191E-4      9.999999999999999E-5     0.0712356983364128       0.08737747252808242      0.09760014228940114      0.1052236614028764       0.11135285851731463      0.1165013136729651       0.11885510302796139
2.4305849598591723E-4     9.999999999999999E-5     0.07113909316144743      0.08726657645700459      0.09748132447549679      0.10509953340756611      0.1112248390613664       0.11637028885637682      0.1187227848989031
2.577759700467249E-4      9.999999999999999E-5     0.07104119181205015      0.08715417174938994      0.09736087465277547      0.1049736878264554       0.11109503746605104      0.11623743072986488      0.11858861102008983
2.7277265063826804E-4     9.999999999999999E-5     0.07094198486615434      0.08704024680213732      0.09723877977964965      0.10484611053416121      0.11096343873457437      0.1161027235680746       0.11845256533485218
2.8805383461287775E-4     9.999999999999999E-5     0.07084146307085382      0.08692479019109103      0.09711502699344002      0.10471678758125008      0.11083002804198896      0.11596615181291423      0.11831463195135367
3.0362491930995233E-4     9.999999999999999E-5     0.0707396173500445       0.08680779067992987      0.0969896036199217       0.10458570520420393      0.11069479074545172      0.11582770008402496      0.11817479515314837
3.194914044623004E-4      9.999999999999999E-5     0.07063643881211526      0.08668923722912697      0.09686249718296316      0.1044528498354958       0.11055771239460349      0.11568735318938525      0.11803303940987683
3.3565889413866205E-4     9.999999999999999E-5     0.07053191875767761      0.08656911900497616      0.09673369541425325      0.10431820811376599      0.11041877874206471      0.1155450961360378       0.11788934938808962
3.521330987230691E-4      9.999999999999999E-5     0.07042604868732547      0.08644742538868147      0.09660318626310552      0.1041817668940933       0.11027797575403317      0.11540091414093537      0.11774370996219372
3.6891983693176727E-4     9.999999999999999E-5     0.07031882030941985      0.08632414598549086      0.09647095790632962      0.10404351325834948      0.1101352896209843       0.11525479264189459      0.11759610622551592
3.860250378683926E-4      9.999999999999999E-5     0.07021022554788979      0.08619927063387556      0.09633699875816604      0.10390343452563305      0.10999070676845857      0.11510671730865119      0.11744652350146746
4.034547431181436E-4      9.999999999999999E-5     0.07010025655003874      0.08607278941474122      0.096201297480276        0.10376151826276851      0.10984421386793185      0.11495667405400738      0.11729494735481019
4.212151088816756E-4      9.999999999999999E-5     0.06998890569435387      0.08594469266066254      0.0960638429917691       0.10361775229486625      0.1096957978477555       0.1148046490450621       0.11714136360300823
4.3931240814948575E-4     9.999999999999999E-5     0.06987616559830223      0.08581497096513359      0.09592462447926596      0.10347212471592801      0.10954544590415871      0.11465062871451447      0.1169857583276592
4.577530329175384E-4      9.999999999999999E-5     0.06976202912611261      0.0856836151918208       0.09578363140698695      0.10332462389949479      0.10939314551230259      0.11449459977202991      0.11682811788599524
4.7654349644493264E-4     9.999999999999999E-5     0.06964648939652515      0.0855506164838124       0.09564085352684906      0.10317523850932003      0.10923888443737623      0.11433654921566128      0.11666842892243942
4.956904355543938E-4      9.999999999999999E-5     0.06952953979051005      0.08541596627285178      0.09549628088856817      0.10302395751006097      0.10908265074572332      0.11417646434330841      0.1165066783802121
5.152006129764119E-4      9.999999999999999E-5     0.06941117395893397      0.08527965628854337      0.09534990384975081      0.10287077017797569      0.1089244328159861       0.11401433276421181      0.11634285351297181
5.350809197378479E-4      9.999999999999999E-5     0.0692913858301738       0.08514167856752183      0.09520171308596764      0.10271566611161671      0.10876421935025934      0.1138501424104646       0.11617694189648416
5.553383775958558E-4      9.999999999999999E-5     0.06917016961766509      0.08500202546257463      0.09505169960079309      0.1025586352425066       0.10860199938523957      0.11368388154853082      0.11600893144029954
5.759801415179802E-4      9.999999999999999E-5     0.06904751982737237      0.08486068965170371      0.0948998547358033       0.10239966784578229      0.1084377623033585       0.11351553879076234      0.11583881039943478
5.970135022093011E-4      9.999999999999999E-5     0.06892343126517161      0.08471766414711451      0.09474617018051767      0.10223875455080089      0.10827149784388462      0.11334510310689366      0.11566656738604109
6.184458886875241E-4      9.999999999999999E-5     0.06879789904414177      0.08457294230412582      0.09459063798227234      0.10207588635169093      0.10810319611398925      0.11317256383551011      0.11549219138104841
6.402848709069204E-4      9.999999999999999E-5     0.06867091859174304      0.08442651782998187      0.09443325055601394      0.10191105461783491      0.10793284759975065      0.11299791069547277      0.11531567174577224
6.625381624320483E-4      9.999999999999999E-5     0.06854248565688127      0.08427838479256017      0.09427400069399894      0.1017442511042736       0.10776044317709613      0.11282113379728421      0.11513699823346679
6.852136231621974E-4      9.999999999999999E-5     0.0684125963168418       0.08412853762895794      0.09411288157538891      0.10157546796201493      0.1075859741226595       0.11264222365438487      0.11495616100081496
7.083192621075152E-4      9.999999999999999E-5     0.06828124698408439      0.08397697115394907      0.09394988677572566      0.10140469774823803      0.10740943212454335      0.11246117119436572      0.11477315061933915
7.318632402178076E-4      9.999999999999999E-5     0.06814843441289242      0.08382368056829731      0.09378501027627262      0.1012319334363754       0.10723080929297311      0.11227796777008017      0.11458795808671685
7.558538732649938E-4      9.999999999999999E-5     0.06801415570585347      0.0836686614669123       0.09361824647321138      0.10105716842606051      0.10705009817082545      0.11209260517064551      0.11440057483798992
7.802996347802566E-4      9.999999999999999E-5     0.06787840832017636      0.0835119098468391       0.09344959018668045      0.10088039655292533      0.1068672917440204       0.11190507563231289      0.11421099275664937
8.052091590469014E-4      9.999999999999999E-5     0.06774119007382368      0.08335342211506322      0.09327903666963915      0.10070161209823907      0.10668238345175989      0.1117153718491984       0.11401920418558364
8.30591244150007E-4       9.999999999999999E-5     0.06760249915144884      0.0831931950961253       0.09310658161654682      0.10052080979836521      0.10649536719660091      0.11152348698385361      0.11382520193787422
8.564548550839145E-4      9.999999999999999E-5     0.0674623341101344       0.08303122603952937      0.09293222117184097      0.10033798485402998      0.10630623735434172      0.11132941467766552      0.11362897930742188
8.82809126918689E-4       9.999999999999999E-5     0.06732069388491269      0.0828675126269292       0.09275595193820196      0.10015313293938674      0.10611498878371914      0.11113314906106746      0.11343053007939277
9.096633680266289E-4      9.999999999999999E-5     0.06717757779406665      0.08270205297908552      0.09257777098459205      0.09996625021085742      0.105921616835889        0.1109346847635487       0.11322984854046167
9.370270633700102E-4      9.999999999999999E-5     0.06703298554419376      0.08253484566258247      0.09239767585405351      0.09977733331574148      0.10572611736367975      0.1107340169234437       0.11302692948884646
9.649098778511818E-4      9.999999999999999E-5     0.06688691723502518      0.0823658896962843       0.09221566457125228      0.09958637940057707      0.10552848673060901      0.11053114119749097      0.11282176824410936
9.933216597262328E-4      9.999999999999999E-5     0.06673937336399277      0.08219518455752609      0.09203173564975407      0.0993933861192404       0.10532872181964234      0.1103260537701408       0.11261436065671487
0.0010222724440834042     9.999999999999999E-5     0.06659035483053163      0.08202273018802736      0.09184588809902325      0.0991983516407674       0.10512682004168034      0.11011875136260227      0.11240470311732972
0.0010517724563875073     9.999999999999999E-5     0.06643986294010995      0.08184852699951067      0.09165812143112487      0.09900127465688661      0.10492277934376534      0.10990923124160859      0.11219279256584469
0.0010818321160915663     9.999999999999999E-5     0.06628789940797773      0.08167257587902244      0.09146843566712448      0.09880215438924803      0.1047165982169834       0.10969749122789271      0.11197862650010851
0.0011124620403169952     9.999999999999999E-5     0.06613446636262142      0.08149487819393725      0.09127683134316755      0.09860099059633469      0.1045082757040579       0.10948352970435121      0.11176220298435705
0.0011436730476035732     9.999999999999999E-5     0.06597956634892459      0.08131543579663947      0.09108330951622985      0.09839778358004542      0.10429781140661348      0.1092673456238896       0.11154352065732007
0.0011754761617305807     9.999999999999999E-5     0.06582320233101624      0.08113425102887172      0.0908878717695242       0.09819253419193356      0.10408520549209985      0.1090489385169273       0.11132257873999668
0.0012078826156104062     9.999999999999999E-5     0.06566537769480818      0.08095132672573468      0.0906905202175575       0.09798524383908955      0.10387045870035964      0.10882830849855474      0.11109937704307933
0.0012409038552560392     9.999999999999999E-5     0.06550609625020722      0.08076666621934013      0.09049125751081655      0.0977759144896568       0.10365357234983716      0.10860545627532261      0.11087391597401833
0.0012745515438238114     9.999999999999999E-5     0.06534536223299861      0.08058027334209436      0.09029008684008445      0.09756454867796839      0.10343454834339516      0.10838038315165793      0.1106461965437092
0.0013088375657328527     9.999999999999999E-5     0.06518318030639614      0.08039215242961052      0.09008701194036897      0.0973511495092905       0.10321338917374724      0.10815309103588606      0.11041622037278673
0.0013437740308626775     9.999999999999999E-5     0.06501955556224837      0.08020230832324363      0.08988203709443494      0.09713572066416584      0.10299009792848607      0.10792358244584813      0.11018398969752188
0.001379373278830424      9.999999999999999E-5     0.06485449352189596      0.08001074637223511      0.08967516713593088      0.09691826640234558      0.10276467829469382      0.10769186051410627      0.10994950737530115
0.0014156478833492168     9.999999999999999E-5     0.06468800013668158      0.07981747243546267      0.08946640745210527      0.09669879156629642      0.1025371345631278       0.10745792899272072      0.1097127768896776
0.0014526106566692355     9.999999999999999E-5     0.06452008178809901      0.07962249288278653      0.08925576398609786      0.09647730158427623      0.10230747163196854      0.1072217922575869       0.10947380235498708
0.0014902746541030096     9.999999999999999E-5     0.06435074528758222      0.07942581459598981      0.08904324323880078      0.09625380247296858      0.10207569501012212      0.10698345531232317      0.10923258852051157
0.001528653178636588      9.999999999999999E-5     0.06417999787593232      0.0792274449693032       0.08882885227028492      0.09602830083967248      0.1018418108200667       0.1067429237917036       0.10898914077418331
0.001567759785628165      9.999999999999999E-5     0.06400784722237353      0.07902739190951147      0.08861259870078239      0.09580080388402787      0.1016058258002336       0.10650020396461576      0.10874346514581881
0.0016076082875958668     9.999999999999999E-5     0.06383430142324362      0.07882566383563624      0.08839449071121816      0.09557131939928135      0.10136774730691528      0.10625530273654506      0.10849556830987479
0.001648212759096342      9.999999999999999E-5     0.06365936900031241      0.07862226967818992      0.08817453704328837      0.09533985577308395      0.10112758331569571      0.10600822765157225      0.10824545758771453
0.0016895875416959344     9.999999999999999E-5     0.06348305889872492      0.07841721887800393      0.08795274699908101      0.09510642198780565      0.10088534242239228      0.10575898689387735      0.10799314094938076
0.00173174724903613       9.999999999999999E-5     0.0633053804845751       0.07821052138462425      0.08772913044023034      0.0948710276203786       0.10064103384350462      0.10550758928874333      0.10773862701486173
0.0017747067719951367     9.999999999999999E-5     0.0631263435421072       0.07800218765426517      0.08750369778660799      0.09463368284164363      0.10039466741616729      0.10525404430305164      0.10748192505484996
0.0018184812839473516     9.999999999999999E-5     0.06294595827054236      0.07779222864733634      0.08727646001454561      0.0943943984152191       0.10014625359759642      0.10499836204526941      0.1072230449909876
0.0018630862461226372     9.999999999999999E-5     0.06276423528053592      0.07758065582553345      0.0870474286545869       0.0941531856958685       0.09989580346403458      0.10474055326491682      0.10696199739558626
0.001908537413067235      9.999999999999999E-5     0.06258118559026625      0.07736748114848936      0.08681661578876712      0.09391005662738042      0.09964332870918274      0.10448062935151461      0.10669879349082526
0.0019548508382083176     9.999999999999999E-5     0.06239682062115861      0.07715271706999499      0.08658403404742439      0.09366502373995153      0.0993888416421207       0.10421860233300997      0.10643344514742156
0.002002042879524067      9.999999999999999E-5     0.06221115219324329      0.07693637653378776      0.08634969660553893      0.0934181001470728       0.09913235518471718      0.10395448487367429      0.10616596488276717
0.0020501302053213557     9.999999999999999E-5     0.062024192520156826     0.07671847296890874      0.08611361717860422      0.09316929954192218      0.09887388286852303      0.10368829027147401      0.10589636585853407
0.002099129800123006      9.999999999999999E-5     0.061835954203787055     0.07649902028463673      0.0858758100180292       0.09291863619326339      0.09861343883115312      0.10342003245491559      0.10562466187774672
0.0021490589706667624     9.999999999999999E-5     0.06164645022856953      0.07627803286499796      0.08563628990607884      0.0926661249408508       0.0983510378121556       0.10314972597935917      0.10535086738131863
0.0021999353520180506     9.999999999999999E-5     0.06145569395543965      0.07605552556285777      0.08539507215035269      0.09241178119034707      0.09808669514836885      0.1028773860228106       0.10507499744405568
0.0022517769137987234     9.999999999999999E-5     0.0612636991154463       0.07583151369360379      0.08515217257780854      0.09215562090775307      0.09782042676877337      0.10260302838118351      0.1047970677701305
0.002304601966533948      9.999999999999999E-5     0.06107047980303439      0.0756060130284191       0.08490760752833675      0.09189766061335772      0.09755224918883648      0.10232666946304311      0.10451709468802214
0.0023584291681195226     9.999999999999999E-5     0.060876050469003865     0.07537903978715807      0.08466139384788549      0.09163791737521243      0.0972821795043598       0.10204832628382987      0.10423509514493441
0.0024132775304118725     9.999999999999999E-5     0.060680425913153174     0.07515061063083261      0.08441354888115496      0.09137640880213146      0.09701023538482997      0.10176801645957052      0.10395108670068953
0.0024691664259430686     9.999999999999999E-5     0.06048362127661449      0.0749207426537111       0.08416409046385365      0.09111315303623269      0.09673643506628136      0.10148575820007869      0.10366508752110529
0.002526115594763242      9.999999999999999E-5     0.06028565203389018      0.07468945337504546      0.08391303691454043      0.09084816874501998      0.09646079734367724      0.10120157030165726      0.10337711637086136
0.0025841451514127954     9.999999999999999E-5     0.06008653398460044      0.07445676073043203      0.08366040702604538      0.09058147511301858      0.09618334156281538      0.1009154721392983       0.10308719260586027
0.0026432755920268976     9.999999999999999E-5     0.05988628324495188      0.07422268306281771      0.08340622005649086      0.09031309183297306      0.09590408761177056      0.10062748365840277      0.102795336165091
0.002703527801574751      9.999999999999999E-5     0.059684916238936125     0.07398723911316019      0.08315049571992192      0.09004303909661218      0.09562305591187548      0.10033762536601691      0.10250156756200379
0.002764923061236195      9.999999999999999E-5     0.05948244968927052      0.073750448010756        0.08289325417654944      0.08977133758499803      0.0953402674082594       0.10004591832159922      0.10220590787540651
0.0028274830559182557     9.999999999999999E-5     0.05927890060809268      0.07351232926324716      0.0826345160226222       0.08949800845846859      0.09505574355994845      0.09975238412732881      0.10190837873988881
0.00289122988191429       9.999999999999999E-5     0.05907428628741708      0.07327290274631429      0.08237430227994275      0.08922307334618046      0.09476950632954118      0.09945704491796484      0.10160900233578785
0.0029561860547084357     9.999999999999999E-5     0.058868624289370355     0.07303218869307908      0.08211263438503583      0.08894655433527271      0.0944815781724713       0.09915992335026863      0.10130780137870664
0.0030223745169281136     9.999999999999999E-5     0.05866193243621322      0.07279020768321844      0.08184953417798324      0.08866847395965749      0.09419198202586901      0.09886104259199979      0.10100479910859539
0.003089818646447403      9.999999999999999E-5     0.05845422880016414      0.07254698063180784      0.0815850238909391       0.0883888551884526       0.0939007412970389       0.09856042631050305      0.10070001927841032
0.003158542264644146      9.999999999999999E-5     0.058245531693036215     0.0723025287779131       0.08131912613634018      0.08810772141407539      0.09360787985156059      0.09825809866089391      0.10039348614236146
0.0032285696448136974     9.999999999999999E-5     0.058035859655700975     0.072056873672935        0.08105186389482591      0.08782509644000538      0.09331342200103232      0.09795408427386182      0.1000852244437673
0.0032999255207422887     9.999999999999999E-5     0.05782523144739113      0.07181003716872836      0.08078326050288297      0.08754100446823379      0.09301739249047236      0.0976484082431035       0.0997752594025236
0.0033726350954430555     9.999999999999999E-5     0.057613666034857694     0.07156204140551022      0.0805133396402285       0.08725547008641851      0.0927198164853901       0.09734109611240187      0.09946361670221388
0.0034467240500577574     9.999999999999999E-5     0.05740118258139353      0.07131290879956895      0.08024212531695085      0.08696851825475414      0.09242071955854769      0.0970321738623671       0.09915032247686087
0.003522218552927433      9.999999999999999E-5     0.05718780043573492      0.07106266203079079      0.07996964186042099      0.08668017429257809      0.09212012767642036      0.0967216678968568       0.09883540329735079
0.003599145268835073      9.999999999999999E-5     0.056973539120860735     0.07081132403002426      0.07969591390199202      0.08639046386472982      0.09181806718538606      0.09640960502908791      0.0985188861575361
0.0036775313684236813     9.999999999999999E-5     0.056758418322696416     0.07055891796628991      0.07942096636350407      0.08609941296767665      0.09151456479764784      0.09609601246746488      0.09820079846004193
0.0037574045377929835     9.999999999999999E-5     0.0565424578787395       0.07030546723385585      0.07914482444361129      0.08580704791542802      0.09120964757691041      0.09578091780113396      0.09788116800178727
0.003838792988278208      9.999999999999999E-5     0.05632567776662299      0.07005099543919815      0.07886751360394603      0.08551339532524838      0.09090334292383566      0.09546434898528666      0.09756002295924157
0.003921725466414371      9.999999999999999E-5     0.05610809809262507      0.06979552638785563      0.07858905955513885      0.08521848210319677      0.09059567856128556      0.09514633432622874      0.09723739187343702
0.004006231264089606      9.999999999999999E-5     0.05588973908014122      0.0695390840711996       0.07830948824271472      0.08492233542950124      0.09028668251937584      0.0948269024662321       0.0969133036347507
0.004092340228891101      9.999999999999999E-5     0.055670621058134744     0.06928169265313279      0.07802882583287478      0.08462498274379371      0.08997638312035751      0.09450608236819089      0.096587787467478
0.004180082774647326      9.999999999999999E-5     0.055450764449575314     0.06902337645673429      0.07774709869818813      0.08432645173021583      0.08966480896334648      0.09418390330009663      0.0962608729142154
0.004269489892170224      9.999999999999999E-5     0.05523018975988035      0.06876415995086672      0.07746433340320921      0.08402677030241965      0.08935198890891605      0.09386039481935815      0.09593258982007283
0.004360593160201255      9.999999999999999E-5     0.05500891756537299      0.06850406773675988      0.07718055669003493      0.08372596658848104      0.08903795206357279      0.09353558675697493      0.09560296831673354
0.004453424756565013      9.999999999999999E-5     0.054786968501768965     0.06824312453458628      0.07689579546382327      0.08342406891573984      0.08872272776413925      0.09320950920159368      0.09527203880638
0.004548017469534537      9.999999999999999E-5     0.05456436325270474      0.06798135517005008      0.07661007677828657      0.08312110579558835      0.08840634556205267      0.09288219248346027      0.09493983194550698
0.004644404709412129      9.999999999999999E-5     0.054341122538320394     0.06771878456099545      0.07632342782117658      0.08281710590822366      0.08808883520760583      0.09255366715828789      0.0946063786286396
0.004742620520329984      9.999999999999999E-5     0.054117267103906797     0.06745543770405417      0.07603587589978442      0.08251209808738444      0.08777022663414462      0.09222396399106259      0.09427170997197726
0.004842699592274587      9.999999999999999E-5     0.05389281770863431      0.06719133966134946      0.07574744842645999      0.082206111305086        0.08745054994224358      0.09189311393980104      0.09393585729697912
0.004944677273339301      9.999999999999999E-5     0.05366779511436756      0.0669265155472682       0.07545817290417786      0.08189917465637446      0.08712983538387609      0.09156114813928369      0.09359885211391486
0.005048589582209357      9.999999999999999E-5     0.05344222007458316      0.06666099051531141      0.0751680769121601       0.08159131734411498      0.08680811334659422      0.09122809788477745      0.09326072610539675
0.005154473220883726      9.999999999999999E-5     0.0532161133233984       0.06639478974504745      0.07487718809157476      0.08128256866383032      0.08648541433774162      0.09089399461576927      0.09292151110990829
0.0052623655876383145     9.999999999999999E-5     0.05298949556472253      0.06612793842916999      0.0745855341313197       0.08097295798860876      0.08616176896871192      0.09055886989972897      0.09258123910535862
0.005372304790235109      9.999999999999999E-5     0.052762387461540404     0.06586046176068167      0.07429314275391417      0.08066251475409572      0.0858372079392738       0.09022275541591712      0.09223994219266746
0.005484329659381879      9.999999999999999E-5     0.05253480962533687      0.06559238492021247      0.0740000417015067       0.08035126844358678      0.08551176202197522      0.08988568293925747      0.09189765257940824
0.005598479762447276      9.999999999999999E-5     0.05230678260567488      0.06532373306348728      0.0737062587220188       0.0800392485732305       0.08518546204664704      0.08954768432428609      0.09155440256352074
0.005714795417436066      9.999999999999999E-5     0.05207832687993054      0.0650545313089525       0.07341182155542936      0.07972648467736873      0.08485833888502065      0.08920879148920556      0.09121022451711722
0.005833317707229548      9.999999999999999E-5     0.05184946284320016      0.06478480472557342      0.07311675792022293      0.07941300629401638      0.08453042343547315      0.0888690364000464       0.09086515087039146
0.00595408849409604       9.999999999999999E-5     0.051620210798381125     0.06451457832081495      0.0728210955000119       0.07909884295050487      0.08420174660791857      0.0885284510549616       0.09051921409565154
0.006077150434476774      9.999999999999999E-5     0.05139059094643872      0.0642438770288158       0.07252486193033808      0.07878402414929256      0.08387233930885855      0.08818706746866607      0.09017244669149099
0.006202546994052162      9.999999999999999E-5     0.05116062337686289      0.06397272569876306      0.0722280847856751       0.07846857935396495      0.08354223242660536      0.08784491765703871      0.08982488116711373
0.006330322463093984      9.999999999999999E-5     0.05093032805832325      0.06370114908348155      0.07193079156663665      0.07815253797543355      0.08321145681669363      0.08750203362189479      0.08947655002683039
0.006460521972108746      9.999999999999999E-5     0.0506997248295286       0.06342917182824126      0.07163300968740419      0.07783592935834303      0.08288004328749074      0.08715844733595321      0.08912748575473481
0.00659319150777789       9.999999999999999E-5     0.05046883339029448      0.0631568184597985       0.07133476646338216      0.07751878276770116      0.08254802258602237      0.08681419072800466      0.08877772079957982
0.006728377929200352      9.999999999999999E-5     0.050237673292827335     0.06288411337567051      0.07103608909909213      0.07720112737574233      0.08221542538402182      0.08646929566829428      0.08842728755986465
0.006866128984443262      9.999999999999999E-5     0.05000626393322649      0.06261108083365621      0.07073700467631627      0.07688299224903512      0.0818822822642144       0.08612379395413536      0.0880762183691451
0.007006493327406631      9.999999999999999E-5     0.049774624543211396     0.06233774494161083      0.07043754014249437      0.07656440633584252      0.08154862370685642      0.08577771729576233      0.08772454548158137
0.007149520535008036      9.999999999999999E-5     0.049542774182074756     0.06206412964747665      0.07013772229938449      0.07624539845374514      0.08121448007652274      0.08543109730243421      0.08737230105773228
0.007295261124693224      9.999999999999999E-5     0.049310731728868504     0.061790258729576        0.06983757779199981      0.07592599727753635      0.08087988160916904      0.08508396546880338      0.08701951715060935
0.007443766572278972      9.999999999999999E-5     0.049078515874820296     0.06151615578717712      0.06953713309781867      0.07560623132739655      0.08054485839947112      0.08473635316155498      0.0866662256920023
0.0075950893301344235     9.999999999999999E-5     0.04884614511598954      0.06124184423133153      0.06923641451628235      0.07528612895735565      0.0802094403884461       0.08438829160632888      0.08631245847908178
0.007749282845707362      9.999999999999999E-5     0.048613637746159746     0.06096734727598947      0.06893544815858228      0.0749657183440497       0.07987365735137128      0.0840398118749335       0.08595824716129138
0.007906401580401956      9.999999999999999E-5     0.04838101184996889      0.060692687929398        0.06863425993774355      0.07464502747577667      0.07953753888600194      0.08369094487285825      0.08560362322754153
0.008066501028814552      9.999999999999999E-5     0.04814828529628297      0.06041788898578401      0.06833287555900949      0.07432408414186288      0.07920111440110111      0.08334172132709358      0.08524861799370421
0.008229637738334539      9.999999999999999E-5     0.0479154757318085       0.06014297301732445      0.06803132051052968      0.07400291592233624      0.07886441310527836      0.08299217177426615      0.08489326259042317
0.008395869329116918      9.999999999999999E-5     0.04768260057494705      0.05986796236640628      0.0677296200543556       0.073681550177919        0.07852746399615326      0.0826423265490928       0.08453758795124702
0.008565254514433877      9.999999999999999E-5     0.04744967700989035      0.05959287913817876      0.06742779921774784      0.07336001404034181      0.07819029584984127      0.08229221577316385      0.08418162480108521
0.008737853121412379      9.999999999999999E-5     0.04721672198095685      0.059317745193398316     0.06712588278480053      0.07303833440297891      0.0778529372107721       0.08194186934405812      0.08382540364499884
0.00891372611216523       9.999999999999999E-5     0.04698375218716448      0.059042582141566116     0.06682389528837485      0.07271653791181454      0.07751541638183984      0.08159131692479141      0.08346895475732863
0.009092935605322993      9.999999999999999E-5     0.04675078407704564      0.05876741133436071      0.06652186100235274      0.07239465095673508      0.07717776141488733      0.08124058793361055      0.0831123081711651
0.009275544897974377      9.999999999999999E-5     0.04651783384369451      0.05849225385936404      0.06621980393421192      0.07207269966315638      0.07684000010153755      0.08088971153412847      0.08275549366816476
0.009461618488022898      9.999999999999999E-5     0.04628491742004955      0.05821713053407976      0.06591774781791238      0.07175070988398052      0.0765021599643598       0.0805387166258086       0.08239854076871368
0.0096512220969676        9.999999999999999E-5     0.04605205047440675      0.0579420619002451       0.06561571610710859      0.07142870719188972      0.07616426824838228      0.08018763183479907      0.08204147872244683
0.009844422693116056      9.999999999999999E-5     0.04581924840616268      0.05766706821843266      0.06531373196867465      0.07110671687197409      0.07582635191294991      0.07983648550511743      0.08168433649911862
0.010041288515237641      9.999999999999999E-5     0.04558652634178083      0.057392169462941074     0.06501181827655045      0.07078476391469032      0.07548843762392711      0.0794853056901876       0.08132714277982968
0.010241889096665605      9.999999999999999E-5     0.04535389913097976      0.05711738531697287      0.06470999760589945      0.07046287300915766      0.07515055174624652      0.0791341201447342       0.08096992594861305
