% Model:              RWGS_demo_CeO2_cycle2_CO2.mph
% Version:            COMSOL 5.6.0.341
% Date:               Jun 28 2022, 11:42
% Dimension:          1
% Nodes:              1386
% Expressions:        6
% Description:        Dependent variable u2
% X                       u2 (1) @ t=0             u2 (1) @ t=80            u2 (1) @ t=160           u2 (1) @ t=240           u2 (1) @ t=320           u2 (1) @ t=404.35
0.0010517724563875073     0.10830510504269715      0.10289463110356828      0.09631630956597179      0.08796892993369596      0.07555747029439684      0.01814825826498196
0.0010818321160915663     0.10809511479428711      0.10270810205354328      0.09614781968975386      0.08781105725653238      0.07540696605684044      0.018121929645422717
0.0011124620403169952     0.10788292858851567      0.10251813615734448      0.09597573775540003      0.08764969657912684      0.07525315208775787      0.018095018814667983
0.0011436730476035732     0.10766854559317651      0.1023247849442311       0.09580009260081865      0.08748486841645242      0.07509604897557423      0.01806752959327907
0.0011754761617305807     0.1074519655500247       0.10212810135465133      0.09562091572377351      0.08731659594565228      0.0749356798995206       0.018039466303215287
0.0012078826156104062     0.1072331887817416       0.10192813950570057      0.09543824116839397      0.0871449049348782       0.07477207056713998      0.0180108337586886
0.0012409038552560392     0.10701221619853876      0.1017249544578932       0.09525210540317836      0.08696982366426267      0.07460524914464603      0.01798163725553511
0.0012745515438238114     0.1067890493043798       0.10151860198514107      0.09506254719118337      0.08679138283940692      0.07443524618046737      0.01795188255913148
0.0013088375657328527     0.1065636902028102       0.10130913834979728      0.0948696074531523       0.08660961549781351      0.07426209452234797      0.01792157589089522
0.0013437740308626775     0.10633614160238708      0.10109662008454877      0.09467332912440043      0.08642455690873597      0.07408582922841953      0.01789072391341064
0.001379373278830424      0.10610640682168937      0.10088110378285117      0.09447375700632149      0.08623624446696697      0.07390648747269654      0.017859333714233414
0.0014156478833492168     0.10587448979390313      0.10066264589948681      0.0942709376134305       0.08604471758113223      0.0737241084454708       0.017827412788431283
0.0014526106566692355     0.10564039507096831      0.10044130256269843      0.09406491901689562      0.08585001755708083      0.07353873324912072      0.01779496901992651
0.0014902746541030096     0.10540412782727535      0.10021712939919149      0.09385575068553734      0.08565218747700047      0.0733504047898694       0.01776201066171204
0.001528653178636588      0.10516569386290633      0.09999018137313127      0.09364348332530015      0.08545127207491993      0.07315916766605013      0.017728546315018315
0.001567759785628165      0.10492509960640617      0.09976051264009447      0.09342816871820925      0.08524731760927973      0.07296506805345904      0.017694584907515565
0.0016076082875958668     0.10468235211707785      0.09952817641672199      0.09320985956182884      0.08504037173326297      0.07276815358837255      0.017660135670640217
0.001648212759096342      0.10443745908679525      0.09929322486663632      0.09298860931023092      0.08483048336359669      0.07256847324884175      0.017625208116138952
0.0016895875416959344     0.10419042884132168      0.09905570900298913      0.0927644720174725       0.0846177025485443       0.07236607723485508      0.017589812011930453
0.00173174724903613       0.10394127034113262      0.0988156786077806       0.0925375021845389       0.08440208033580188      0.07216101684797344      0.017553957357386588
0.0017747067719951367     0.10368999318173307      0.0985731821679108       0.09230775461068652      0.0841836686410048       0.0719533443710367       0.01751765435813756
0.0018184812839473516     0.1034366075934669       0.09832826682772071      0.09207528425007555      0.08396252011755781      0.07174311294852373      0.01748091340051374
0.0018630862461226372     0.1031811244408105       0.09808097835759658      0.09184014607450927      0.08373868802845587      0.07153037646814656      0.01744374502573086
0.001908537413067235      0.10292355522115244      0.09783136113802884      0.0916023949430655       0.08351222612077178      0.07131518944422835      0.01740615990393428
0.0019548508382083176     0.10266391206305109      0.09757945815837069      0.09136208547930036      0.08328318850343222      0.07109760690339872      0.017368168808215748
0.002002042879524067      0.10240220772397024      0.09732531102938083      0.09111927195665337      0.08305162952889188      0.07087768427312385      0.01732978258871483
0.0020501302053213557     0.1021384555874933       0.09706896000852475      0.09087400819259574      0.08281760367926919      0.07065547727353809      0.017291012146921778
0.002099129800123006      0.10187266966001111      0.09681044403689737      0.09062634745196085      0.082581165457458        0.07043104181302948      0.01725186841029165
0.0021490589706667624     0.10160486456689022      0.09654980078654551      0.0903763423598185       0.08234236928369609      0.07020443388799147      0.017212362307282538
0.0021999353520180506     0.10133505554811856      0.09628706671691017      0.09012404482415814      0.08210126939801762      0.06997570948710956      0.017172504742925594
0.0022517769137987234     0.10106325845342909      0.09602227713907159      0.08986950596854057      0.0818579197689587       0.06974492450051795      0.01713230657503245
0.002304601966533948      0.10078948973690945      0.09575546628645969      0.08961277607478423      0.08161237400883287      0.0695121346341153       0.01709177859114184
0.0023584291681195226     0.1005137664511005       0.09548666739069812      0.089353904535666        0.08136468529584118      0.06927739532928041      0.01705093148630235
0.0024132775304118725     0.10023610624058335      0.09521591276128258      0.08909293981750188      0.08111490630320801      0.06904076168820569      0.017009775841783627
0.0024691664259430686     0.09995652733506544      0.09494323386782243      0.08882992943239698      0.08086308913549271      0.06880228840498065      0.016968322104801804
0.002526115594763242      0.09967504854197332      0.09466866142365891      0.08856491991985961      0.08060928527214634      0.06856202970255271      0.01692658056933949
0.0025841451514127954     0.09939168923855238      0.09439222546972392      0.08829795683739773      0.08035354551834198      0.06832003927562362      0.016884561358133675
0.0026432755920268976     0.09910646936348844      0.09411395545761181      0.08802908475963211      0.0800959199630315       0.06807637023950294      0.01684227440589601
0.002703527801574751      0.09881940940805745      0.0938338803309253       0.08775834728540226      0.07983645794413206      0.06783107508488789      0.016799729443824355
0.002764923061236195      0.09853053040681121      0.09355202860406853      0.0874857870522757       0.07957520802069387      0.06758420563850946      0.01675693598545415
0.0028274830559182557     0.0982398539278122       0.09326842843775882      0.08721144575782158      0.07931221795183833      0.06733581302953096      0.016713903313891422
0.00289122988191429       0.097947402062426        0.09298310771066412      0.08693536418697029      0.07904753468220638      0.06708594766155468      0.01667064047045729
0.0029561860547084357     0.09765319741468587      0.09269609408666295      0.08665758224474812      0.07878120433362698      0.06683465919005042      0.016627156244768543
0.0030223745169281136     0.0973572630902389       0.09240741507734637      0.08637813899365229      0.07851327220265322      0.06658199650499158      0.016583459166266558
0.003089818646447403      0.09705962268488998      0.09211709809948992      0.08609707269493118      0.07824378276358354      0.06632800771844446      0.016539557497198834
0.003158542264644146      0.09676030027275251      0.09182517052731237      0.08581442085301876      0.07797277967656767      0.06607274015683914      0.01649545922704715
0.0032285696448136974     0.09645932039402638      0.0915316597394471       0.08553022026239296      0.07770030580034398      0.06581624035762904      0.01645117206838781
0.0032999255207422887     0.09615670804241283      0.09123659316061947      0.08524450705614334      0.07742640320915732      0.06555855407000213      0.016406703454160974
0.0033726350954430555     0.09585248865218532      0.0909399982981044       0.08495731675555523      0.07715111321337945      0.06529972625932139      0.016362060536315153
0.0034467240500577574     0.09554668808492771      0.09064190277311035      0.08466868432006025      0.07687447638334176      0.0650398011149392       0.016317250185786475
0.003522218552927433      0.09523933261596185      0.09034233434727511      0.08437864419693747      0.07659653257589884      0.06477882206102673      0.016272278993763812
0.003599145268835073      0.09493044892047764      0.09004132094451368      0.08408723037020492      0.07631732096322436      0.06451683177005396      0.01622715327418284
0.0036775313684236813     0.09462006405938349      0.08973889066848957      0.0837944764081839       0.07603688006336416      0.06425387217855721      0.016181879067384948
0.0037574045377929835     0.09430820546489393      0.08943507181600176      0.08350041550928619      0.07575524777207648      0.06398998450482918      0.01613646214487299
0.003838792988278208      0.09399490092587544      0.08912989288660078      0.08320508054562384      0.07547246139549871      0.06372520926817224      0.016090908015085385
0.003921725466414371      0.09368017857296257      0.08882338258875276      0.08290850410410798      0.07518855768321903      0.06345958630936835      0.01604522193011259
0.004006231264089606      0.09336406686347107      0.08851556984287089      0.08261071852475857      0.07490357286133673      0.06319315481203065      0.015999408893267134
0.004092340228891101      0.09304659456611772      0.08820648378152993      0.08231175593601174      0.07461754266513755      0.06292595332450995      0.015953473667424674
0.004180082774647326      0.0927277907455735       0.08789615374717091      0.08201164828687262      0.07433050237103682      0.06265801978205773      0.01590742078404248
0.004269489892170224      0.09240768474686106      0.08758460928758799      0.0817104273758005       0.07404248682747364      0.06238939152896495      0.015861254552766327
0.004360593160201255      0.09208630617962367      0.08727188014947418      0.08140812487628751      0.07375353048448122      0.0621201053404036       0.015814979071534938
0.004453424756565013      0.09176368490227828      0.08695799627027986      0.0811047723591255       0.0734636674216965       0.06185019744374297      0.01576859823708957
0.004548017469534537      0.09143985100607349      0.086642987768628        0.08080040131140717      0.07317293137459702      0.06157970353912191      0.01572211575579937
0.004644404709412129      0.09111483479907276      0.0863268849334943       0.08049504315233677      0.07288135575880944      0.061308658819094086     0.015675535154714627
0.004742620520329984      0.09078866679008082      0.08600971821235881      0.08018872924596618      0.07258897369234917      0.061037097987176846     0.015628859792762916
0.004842699592274587      0.09046137767253107      0.08569151819849491      0.07988149091100491      0.07229581801571003      0.06076505527517381      0.015582092872006622
0.004944677273339301      0.09013299830835199      0.0853723156175602       0.07957335942785806      0.07200192130973651      0.06049256445916199      0.015535237448883585
0.005048589582209357      0.08980355971183512      0.08505214131362017      0.07926436604308212      0.07170731591125876      0.06021965887405388      0.0154882964453591
0.005154473220883726      0.08947309303351786      0.08473102623473584      0.07895454197144955      0.07141203392648376      0.05994637142668047      0.015441272659921158
0.0052623655876383145     0.08914162954410046      0.08440900141821105      0.07864391839582438      0.07111610724218317      0.05967273460735587      0.015394168778356648
0.005372304790235109      0.08880920061841663      0.08408609797559866      0.07833252646505712      0.07081956753473384      0.05939878049991173      0.015346987384253087
0.005484329659381879      0.08847583771947334      0.08376234707754375      0.07802039729010135      0.07052244627707262      0.05912454079020745      0.015299730969175439
0.005598479762447276      0.08814157238257651      0.08343777993852891      0.07770756193855544      0.07022477474368047      0.05885004677314276      0.015252401942474523
0.005714795417436066      0.08780643619956122      0.08311242780158498      0.07739405142782478      0.06992658401369495      0.058575329358213156     0.015205002640690097
0.005833317707229548      0.08747046080313828      0.0827863219230189       0.077079896717098        0.06962790497227134      0.05830041907366873      0.015157535336516748
0.00595408849409604       0.08713367785137986      0.08245949355719429      0.07676512869830313      0.06932876831033324      0.058025346069346055     0.01511000224730908
0.006077150434476774      0.08679611901235157      0.08213197394141332      0.07644977818622095      0.06902920452284385      0.05775014011825312      0.015062405543105978
0.006202546994052162      0.08645781594891198      0.08180379428092664      0.07613387590790288      0.06872924390574169      0.05747483061700083      0.015014747354162299
0.006330322463093984      0.08611880030369094      0.08147498573409674      0.07581745249153507      0.06842891655168179      0.0571994465851751       0.01496702977797918
0.006460521972108746      0.08577910368426056      0.0811455793977457       0.07550053845488228      0.06812825234473156      0.05692401666375411      0.014919254885831412
0.00659319150777789       0.08543875764851455      0.08081560629270584      0.07518316419341582      0.06782728095415017      0.05664856911267456      0.01487142472879345
0.006728377929200352      0.0850977936902639       0.08048509734959225      0.07486535996823876      0.06752603182739411      0.056373131807653715     0.014823541343269495
0.006866128984443262      0.08475624322506643      0.08015408339481257      0.07454715589389424      0.06722453418247354      0.056097732236373855     0.014775606756039656
0.007006493327406631      0.08441413757629977      0.07982259513683321      0.07422858192613804      0.0669228169997857       0.05582239749413216      0.014727622988833088
0.007149520535008036      0.08407150796148494      0.07949066315271454      0.07390966784974477      0.06662090901353607      0.055547154279061525     0.014679592062445353
0.007295261124693224      0.08372838547887985      0.07915831787492165      0.07359044326640915      0.06631883870285381      0.05527202888701541      0.014631516000417686
0.007443766572278972      0.08338480109434282      0.07882558957843133      0.07327093758279088      0.06601663428270049      0.05499704720621354      0.014583396832297615
0.0075950893301344235     0.08304078562848138      0.07849250836813453      0.07295117999875081      0.06571432369466058      0.05472223471173365      0.014535236596503725
0.007749282845707362      0.08269636974409389      0.07815910416655655      0.07263119949581409      0.06541193459769044      0.054447616459932166     0.014487037342814108
0.007906401580401956      0.0823515839339112       0.07782540670188832      0.07231102482589533      0.06510949435890165      0.05417321708286725      0.014438801134503316
0.008066501028814552      0.08200645850864698      0.07749144549634773      0.07199068450030383      0.06480703004444148      0.053899060782793835     0.014390530050148998
0.008229637738334539      0.08166102358535995      0.0771572498548746       0.0716702067790595       0.06450456841051866      0.053625171326790705     0.01434222618513192
0.008395869329116918      0.08131530907614054      0.07682284885416066      0.0713496196605302       0.0642021358946344       0.053351572041574785     0.014293891652851373
0.008565254514433877      0.08096934467712243      0.07648827133202632      0.071028950871415        0.06389975860704773      0.05307828580854991      0.01424552858567531
0.008737853121412379      0.08062315985782659      0.07615354587714845      0.07070822785707001      0.06359746232251737      0.05280533505913239      0.014197139135649121
0.00891372611216523       0.08027678385083961      0.07581870081913306      0.07038747777220368      0.0632952724723502       0.05253274177038501      0.014148725474979536
0.009092935605322993      0.07993024564183253      0.07548376421895225      0.07006672747193365      0.06299321413677382      0.05226052746099308      0.014100289796314149
0.009275544897974377      0.07958357395992564      0.07514876385973641      0.06974600350321943      0.06269131203765571      0.05198871318760229      0.014051834312832006
0.009461618488022898      0.07923679726839525      0.07481372723792562      0.06942533209667513      0.06238959053159186      0.05171731954153798      0.014003361258162726
0.0096512220969676        0.0788899437557313       0.07447868155479072      0.06910473915875812      0.06208807360336166      0.05144636664591837      0.013954872886147607
0.009844422693116056      0.07854304132704307      0.07414365370830919      0.06878425026433993      0.061786784859770696     0.0511758741531723       0.013906371470456102
0.010041288515237641      0.07819611759581739      0.07380867028541         0.0684638906496641       0.06148574752388544      0.050905861242966186     0.013857859304071348
0.010241889096665605      0.07784919987602666      0.07347375755458223      0.06814368520568279      0.06118498442965574      0.05063634662054006      0.013809338698653494
0.010446295289856316      0.07750231517458875      0.07313894145884813      0.06782365847177246      0.060884518016936354     0.05036734851545453      0.013760811983791987
0.010654579291414537      0.07715549018417953      0.07280424760909526      0.06750383462983164      0.0605843703269042       0.05009888468074384      0.013712281506155962
0.01086681466759332       0.07680875127639346      0.07246970127777201      0.06718423749875754      0.060284562997868385     0.049830972392466824     0.01366374962854933
0.011083076380277765      0.07646212449525462      0.07213532739294126      0.06686489052929126      0.059985117261472695     0.04956362844965047      0.013615218728878976
0.011303440813461654      0.07611563555107383      0.07180115053269312      0.06654581679923556      0.059686053939289364     0.04929686917461462      0.013566691199040828
0.011527985800226445      0.07576930981465155      0.07146719491990433      0.06622703900904164      0.059387393439792865     0.049030710413669        0.013518169443731291
0.011756790650231993      0.07542317231182218      0.07113348441735484      0.06590857947775294      0.059089155755718575     0.04876516753816627      0.013469655879186727
0.011989936177728904      0.07507724771833799      0.07080004252318689      0.06559046013930847      0.0587913604617935       0.048500255445905374     0.013421152931856866
0.012227504730102211      0.07473156035508981      0.07046689236670625      0.06527270253919565      0.05849402671283814      0.04823598856286499      0.01337266303701633
0.012469580216956665      0.07438613418365757      0.07013405670452381      0.06495532783145033      0.05819717324222965      0.047972380845256755     0.013324188637316577
0.012716248139753668      0.07404099280219179      0.06980155791702727      0.06463835677599912      0.057900818360726344     0.04770944578188547      0.01327573218128237
0.012967595622010634      0.07369615944161592      0.06946941800518228      0.0643218097363242       0.057604979955639415     0.04744719639680085      0.013227296121756157
0.013223711440073031      0.07335165696215049      0.06913765858765689      0.06400570667746491      0.05730967549035127      0.047185645252226384     0.013178882914291961
0.013484686054470478      0.07300750785014823      0.06880630089825548      0.0636900671643339       0.05701492200417396      0.04692480445175539      0.01313049501550273
0.0137506116418674        0.07266373421524092      0.06847536578367552      0.06337491036034348      0.05672073611253766      0.04666468564379615      0.013082134881362966
0.014021582127620119      0.07232035778778666      0.06814487370156094      0.06306025502633777      0.056427134007505424     0.046405300025256876     0.013033804965468805
0.014297693218951352      0.07197739991661675      0.06781484471885157      0.06274611951981919      0.0561341314586074       0.04614665834545825      0.012985507717258933
0.014579042438754188      0.07163488156707314      0.06748529851042992      0.06243252179446124      0.055841743813986676     0.0458887709102587       0.012937245580197404
0.014865729160037349      0.0712928233193314       0.06715625435805025      0.06211947939990268      0.05554998600184948      0.04563164758638253      0.012889020989921696
0.015157854641023871      0.07095124536700381      0.06682773114954314      0.06180700948180752      0.055258872532214315     0.04537529780594014      0.012840836372357714
0.015455522060915708      0.07061016751601215      0.066499747378292        0.061495128782189545     0.054968417498950234     0.04511973057112764      0.012792694141804405
0.01575883655633677       0.0702696091837306       0.06617232114297392      0.06118385363998577      0.05467863458209657      0.044864954459097946     0.01274459669898986
0.01606790525846737       0.06992958939838437      0.06584547014755379      0.060873199991873336     0.05438953705045427      0.04461097762698976      0.012696546429101736
0.01638283733088312       0.06959012679870255      0.06551921170152822      0.060563183373317016     0.054101137764442024     0.04435780781710743      0.01264854569979415
0.016703744008111702      0.06925123963381659      0.06519356272040835      0.06025381891983967      0.05381344917920116      0.044105452362238715     0.012600596859173033
0.017030738634921067      0.06891294576339427      0.06486853972643758      0.05994512136850662      0.053526483347940974     0.04385391819110325      0.012552702233763695
0.017363936706353007      0.06857526265800902      0.06454415884953399      0.05963710505960927      0.05324025192550992      0.04360321183392001      0.012504864126461348
0.017703455908516193      0.06823820739973033      0.06422043582844744      0.05932978393854248      0.052954766172177786     0.04335333942808367      0.012457084814468155
0.0180494161601531        0.06790179668293125      0.06389738601213088      0.0590231715578632       0.05267003695761071      0.04310430672394061      0.012409366547219544
0.0184019396549955        0.06756604681530765      0.06357502436130955      0.05871728107952093      0.052386074765023286     0.04285611909065263      0.012361711544301459
0.018761150904923512      0.0672309737190957       0.06325336545024375      0.05841212527724921      0.05210288969548556      0.04260878152213843      0.012314121993361741
0.019127176783943392      0.06689659293248718      0.06293242346868394      0.0581077165391114       0.05182049147236428      0.04236229864308239      0.012266600048018661
0.01950014657299961       0.06656291961123345      0.06261221222399589      0.05780406687018696      0.051538889445876285     0.04211667471499724      0.012219147825768426
0.01988019200563711       0.06622996853042645      0.06229274514346152      0.05750118789539635      0.05125809259772744      0.04187191364233058      0.012171767405894613
0.020267447314529882      0.06589775408645498      0.06197403527674013      0.057199090862452416     0.05097810954581433      0.0416280189786012       0.012124460827382909
0.020662049278892043      0.06556629029912647      0.06165609529848695      0.05689778664493599      0.0506989485489622       0.04138499393255608      0.012077230086842968
0.0210641372727886        0.06523559081394861      0.06133893751111668      0.05659728574548964      0.05042061751167354      0.04114284137433194      0.012030077136440331
0.021473853314362502      0.06490566890455968      0.06102257384770866      0.05629759829913142      0.05014312398886474      0.040901563841609714     0.011983003881842107
0.02189134211599576       0.06457653747530813      0.060707015875042056     0.05599873407668457      0.04986647519056377      0.04066116354575019      0.011936012180177768
0.02231675113542203       0.06424820906396467      0.06039227479675656      0.05570070248833219      0.049590677986553894     0.040421642377895514     0.011889103838018427
0.022750230627808996      0.06392069584456997      0.060078361456629356     0.055403512587299746     0.04931573891094147      0.04018300191502794      0.011842280609377462
0.023191933698828673      0.06359400963040263      0.05976528634196152      0.05510717307367792      0.049041664166635766     0.039945243425967336     0.0117955441937354
0.023642016358734662      0.0632681618770662       0.05945305958706416      0.05481169229839866      0.048768459629732405     0.03970836787730045      0.011748896234090932
0.02410063757746515       0.06294316368568767      0.059141690976837434     0.05451707826738154      0.04849613085379494      0.03947237593922635      0.011702338315041534
0.024567959340791402      0.06261902580621778      0.05883118995043497      0.054223338645866946     0.048224683074036906     0.039237267991309596     0.011655871960895924
0.02504414670753141       0.06229575864083044      0.05852156560500276      0.05393048076296045      0.04795412121141146      0.03900304412812643      0.011609498633821016
0.025529367867848915      0.06197337224741369      0.058212826699483286     0.053638511616404455     0.04768444987662036      0.03876970416479681      0.011563219732026165
0.026023794202658435      0.061651876343146485     0.057904981658476594     0.05334743787759819      0.04741567337405961      0.038537247642389826     0.01151703658798668
0.0265276003441573        0.06133128030815231      0.057598038576143554     0.05305726589687784      0.04714779570572299      0.0383056738331933       0.011470950466709708
0.027040964237506085      0.06101159318922837      0.0572920052201409       0.05276800170906474      0.0468808205750898       0.03807498174583885      0.011424962564044152
0.027564067203679096      0.06069282370364083      0.05698688903557124      0.05247965103927667      0.046614751391020504     0.0378451701302732       0.011379074005037461
0.028097094003507184      0.060374980242982525     0.05668269714893215      0.05219221930898177      0.04634959127168989      0.03761623748256519      0.011333285842341452
