time [s] ,T [C] ,p-p_amb [bar] ,v_H2 [slm] ,v_CO2 [slm] ,v_Ar [slm] ,x_H2 [%] ,x_CO2 [%] ,x_CO [%] ,x_O2 [%] ,x_CH4 [%] ,Ar MFC sp [slm],H2 MFC sp [slm],CO2 MFC sp [slm]
133.612085,800.913791,0.031385,0.0,0.0,0.300496,-0.028211998118647715,0.000384,-0.003583,-0.002652,0.0,0.3,0.0,0.0
134.612018,800.922581,0.03125,0.0,0.0,0.299179,-0.030896402571906588,0.000384,-0.002148,-0.002652,0.0,0.3,0.0,0.0
135.612841,800.920834,0.031947,0.0,0.0,0.299599,-0.029216474623205767,0.000384,-0.002353,-0.003677,0.0,0.3,0.0,0.0
136.613051,800.915555,0.03128,0.0,0.0,0.299507,-0.029655188684847865,0.000589,-0.002763,-0.003164,0.0,0.3,0.0,0.0
137.612172,800.916486,0.03143,0.0,0.0,0.299641,-0.028240636027549323,0.000384,-0.002558,-0.003164,0.0,0.3,0.0,0.0
138.612267,800.92094,0.032065,0.0,0.0,0.300054,-0.026570974122820844,0.000589,-0.002968,-0.003677,0.0,0.3,0.0,0.0
139.612603,800.92566,0.030958,0.0,0.0,0.298981,-0.03030088172777618,0.000794,-0.002148,-0.002652,0.0,0.3,0.0,0.0
140.612598,800.918847,0.031056,0.0,0.0,0.299473,-0.02752419886062837,0.000179,-0.002148,-0.004701,0.0,0.3,0.0,0.0
141.612008,800.929408,0.030471,0.0,0.0,0.299087,-0.027497610894403734,0.000794,-0.001943,-0.002139,0.0,0.3,0.0,0.0
142.6138,800.923435,0.031047,0.0,0.0,0.299173,-0.02688474933469355,-2.579813e-05,-0.001943,-0.003164,0.0,0.3,0.0,0.0
143.612183,800.923925,0.031135,0.0,0.0,0.298799,-0.027581603523980786,0.000384,-0.002353,-0.002652,0.0,0.3,0.0,0.0
144.612794,800.9195,0.031361,0.0,0.0,0.300058,-0.027034245886400136,0.000179,-0.001943,-0.003164,0.0,0.3,0.0,0.0
145.612243,800.936813,0.030609,0.0,0.0,0.301191,-0.0275847559046995,0.000384,-0.002353,-0.004189,0.0,0.3,0.0,0.0
