% Model:              RWGS_demo_CeO2_cycle2_H2.mph
% Version:            COMSOL 5.6.0.341
% Date:               Jun 28 2022, 11:31
% Dimension:          1
% Nodes:              1386
% Expressions:        7
% Description:        Dependent variable u2
% X                       u2 (1) @ t=0             u2 (1) @ t=80            u2 (1) @ t=160           u2 (1) @ t=240           u2 (1) @ t=320           u2 (1) @ t=400           u2 (1) @ t=446.73
5.970135022093011E-4      0.02368861550571859      0.07053762569996902      0.08562738220882572      0.09539440322358764      0.10274750050437204      0.10869253972875412      0.11171358916117452
6.184458886875241E-4      0.02362561158246638      0.07041002183389214      0.08548163542263085      0.09523821163672545      0.10258415807088878      0.10852387499650473      0.1115423794247947
6.402848709069204E-4      0.023560681614867622     0.07028094327584763      0.08533417190010013      0.09508015528047108      0.10241884496060488      0.10835315782114016      0.11136907710056869
6.625381624320483E-4      0.023493833237846873     0.0701503856293495       0.08518498560148657      0.09492022686105255      0.10225155285648141      0.10818037901634042      0.11119367254785911
6.852136231621974E-4      0.02342507628219454      0.07001834483134473      0.08503407085818696      0.0947584194725544       0.10208227383795242      0.1080055297967493       0.11101615652843161
7.083192621075152E-4      0.023354422763083957     0.0698848171591812       0.08488142238129186      0.09459472660645661      0.10191100039117423      0.10782860178877446      0.11083652021752524
7.318632402178076E-4      0.023281886862808826     0.06974979923743223      0.08472703526999567      0.09442914216104387      0.10173772541915838      0.10764958704128023      0.11065475521481966
7.558538732649938E-4      0.023207484907885982     0.06961328804455648      0.08457090501984987      0.09426166045066799      0.10156244225176886      0.10746847803615689      0.11047085355528637
7.802996347802566E-4      0.02313123534069409      0.06947528091938568      0.08441302753084928      0.0940922762148524       0.10138514465557263      0.10728526769875267      0.11028480771990706
8.052091590469014E-4      0.023053158685834314     0.06933577556743376      0.08425339911533436      0.09392098462722526      0.10120582684352727      0.10709994940815479      0.1100966106462487
8.30591244150007E-4       0.022973277511419296     0.06919477006701036      0.08409201650570591      0.09374778130426825      0.10102448348449328      0.10691251700730225      0.10990625573887566
8.564548550839145E-4      0.0228916163855128       0.06905226287512863      0.08392887686192907      0.09357266231386249      0.10084110971255453      0.10672296481291982      0.1097137368795869
8.82809126918689E-4       0.022808201827947447     0.06890825283320277      0.08376397777882005      0.09339562418362443      0.10065570113613628      0.10653128762525446      0.10951904843746224
9.096633680266289E-4      0.022723062257769815     0.06876273917251617      0.08359731729310448      0.0932166639090151       0.10046825384690167      0.10633748073760099      0.10932218527870333
9.370270633700102E-4      0.022636227936560553     0.06861572151945602      0.083428893890229        0.09303577896120807      0.1002787644284166       0.10614153994560319      0.10912314277625301
9.649098778511818E-4      0.022547730907888856     0.0684671999005016       0.08325870651091882      0.09285296729470557      0.1000872299645654       0.1059434615563138       0.10892191681917932
9.933216597262328E-4      0.022457604933162456     0.06831717474695725      0.08308675455746786      0.09266822735468576      0.0998936480477065       0.10574324239699909      0.10871850382180895
0.0010222724440834042     0.02236588542414108      0.06816564689941845      0.08291303789974787      0.09248155808407263      0.09969801678655124      0.10554087982367516      0.1085129007325934
0.0010517724563875073     0.022272609372380053     0.06801261761196348      0.08273755688092874      0.0922929589303121       0.09950033481375387      0.10533637172935681      0.10830510504269714
0.0010818321160915663     0.022177815275871215     0.06785808855606079      0.08256031232289349      0.09210242985184032      0.0993006012931959       0.10512971655201286      0.1080951147942871
0.0011124620403169952     0.022081543063151042     0.06770206182418151      0.08238130553134032      0.09190997132423734      0.09909881592695738      0.10492091328220339      0.10788292858851567
0.0011436730476035732     0.021983834015142572     0.0675445399331122       0.08220053830056037      0.09171558434604835      0.09889497896195619      0.10470996147039247      0.10766854559317653
0.0011754761617305807     0.02188473068499465      0.06738552582695467      0.08201801291787922      0.09151927044426203      0.09868909119624336      0.1044968612339225       0.10745196555002472
0.0012078826156104062     0.021784276816183265     0.0672250228798092       0.0818337321677547       0.0913210316794377       0.09848115398494472      0.10428161326363061      0.1072331887817416
0.0012409038552560392     0.021682517259132575     0.06706303489813058      0.0816476993355164       0.09112087065046375      0.09827116924583428      0.10406421883010045      0.10701221619853882
0.0012745515438238114     0.021579497886613876     0.06689956612275197      0.08145991821074354      0.09091879049894258      0.09805913946452754      0.10384467978953521      0.1067890493043798
0.0013088375657328527     0.02147526550817431      0.06673462123056825      0.08127039309026704      0.0907147949131892       0.0978450676992842       0.10362299858923596      0.10656369020281015
0.0013437740308626775     0.021369867783843345     0.06656820533587463      0.08107912878079206      0.09050888813183222      0.09762895758540646      0.10339917827267739      0.10633614160238708
0.001379373278830424      0.021263353137364674     0.06640032399135225      0.08088613060112765      0.09030107494700898      0.09741081333922932      0.10317322248416906      0.10610640682168938
0.0014156478833492168     0.021155770669189833     0.06623098318869805      0.08069140438402139      0.09009136070714843      0.09719063976168137      0.10294513547308923      0.10587448979390314
0.0014526106566692355     0.02104717006947404      0.0660601893588918       0.08049495647758981      0.08987975131932788      0.09696844224142004      0.10271492209768032      0.10564039507096837
0.0014902746541030096     0.020937601531300642     0.06588794937209941      0.080296793746335        0.08966625325120067      0.09674422675751919      0.10248258782840056      0.10540412782727537
0.001528653178636588      0.02082711566436412      0.06571427053720402      0.08009692357175044      0.08945087353248575      0.09651799988171186      0.10224813875081623      0.10516569386290639
0.001567759785628165      0.020715763409330033     0.06553916060096757      0.0798953538524998       0.08923361975601181      0.09628976878017163      0.10201158156803236      0.10492509960640622
0.0016076082875958668     0.020603595953087077     0.06536262774681487      0.07969209300417421      0.08901450007831065      0.09605954121483201      0.10177292360264761      0.10468235211707788
0.001648212759096342      0.020490664645101138     0.06518468059324276      0.07948714995861805      0.08879352321975623      0.0958273255442339       0.10153217279822913      0.10443745908679529
0.0016895875416959344     0.020377020915074207     0.06500532819185106      0.0792805341628208       0.08857069846424007      0.09559313072389367      0.10128933772030072      0.10419042884132168
0.00173174724903613       0.020262716192103153     0.064824580024994        0.0790722555773764       0.08834603565838496      0.09535696630619217      0.10104442755683749      0.1039412703411326
0.0017747067719951367     0.020147801825526685     0.06464244600305337      0.07886232467450219      0.08811954521028985      0.09511884243977609      0.1007974521182612       0.10368999318173308
0.0018184812839473516     0.02003232900764363      0.0644589364613336       0.07865075243562197      0.0878912380878039       0.09487876986846783      0.10054842183693202      0.1034366075934669
0.0018630862461226372     0.01991634869847371      0.06427406215658044      0.07843755034850972      0.08766112581632904      0.09463675992968462      0.10029734776613417      0.10318112444081048
0.001908537413067235      0.019799911552726437     0.06408783426312345      0.07822273040399402      0.08742922047614922      0.09439282455236088      0.1000442415785493       0.10292355522115246
0.0019548508382083176     0.01968306784913125      0.06390026436864751      0.07800630509222714      0.0871955346992875       0.09414697625437406      0.09978911556421949      0.10266391206305112
0.002002042879524067      0.019565867422276968     0.06371136446959258      0.07778828739851519      0.08696008166588914      0.09389922813947377      0.09953198262799351      0.10240220772397024
0.0020501302053213557     0.01944835959709539      0.06352114696619023      0.07756869079871936      0.0867228751001323       0.09364959389371463      0.0992728562864601       0.10213845558749328
0.002099129800123006      0.019330593126112284     0.06332962465713907      0.0773475292542245       0.08648392926567307      0.09339808778139229      0.0990117506643661       0.10187266966001114
0.0021490589706667624     0.01921261612958199      0.06313681073391994      0.07712481720648207      0.08624325896062049      0.09314472464048673      0.098748680490521        0.10160486456689025
0.0021999353520180506     0.019094476038607058     0.06294271877476511      0.07690056957113149      0.08600087951204943      0.09288951987761188      0.09848366109318833      0.10133505554811859
0.0022517769137987234     0.018976219541334046     0.06274736273828099      0.07667480173170826      0.08575680677005693      0.09263248946248212      0.09821670839496878      0.10106325845342906
0.002304601966533948      0.018857892532302627     0.06255075695673248      0.07644752953293721      0.08551105710136195      0.09237364992189043      0.09794783890717881      0.1007894897369094
0.0023584291681195226     0.01873954006501652      0.06235291612899714      0.07621876927362858      0.08526364738246092      0.09211301833321145      0.09767706972372482      0.10051376645110052
0.0024132775304118725     0.0186212063077879       0.062153855313198905     0.07598853769917205      0.0850145949923411       0.0918506123174303       0.09740441851448373      0.10023610624058339
0.0024691664259430686     0.018502934502897205     0.06195358991902494      0.07575685199364848      0.084763917804761        0.09158645003170635      0.09712990351819009      0.09995652733506546
0.002526115594763242      0.018384766929093785     0.061752135699739474     0.07552372977156005      0.08451163418010424      0.09132055016147973      0.09685354353484354      0.0996750485419734
0.0025841451514127954     0.018266744867455307     0.061549508743901415     0.0752891890691912       0.08425776295681978      0.09105293191212595      0.09657535791763687      0.09939168923855243
0.0026432755920268976     0.018148908570605436     0.06134572546679603      0.07505324833561133      0.08400232344245309      0.09078361500016961      0.09629536656441702      0.09910646936348844
0.002703527801574751      0.018031297235278756     0.06114080260159262      0.07481592642332624      0.08374533540428276      0.09051261964406769      0.09601358990868882      0.09881940940805746
0.002764923061236195      0.017913948978209384     0.06093475719023696      0.07457724257859341      0.08348681905956848      0.090239966554571        0.0957300489101679       0.09853053040681124
0.0028274830559182557     0.017796900815306736     0.060727606574091486     0.07433721643141245      0.08322679506542731      0.08996567692467644      0.09544476504489677      0.0982398539278122
0.00289122988191429       0.017680188644070165     0.06051936838433364      0.07409586798519865      0.08296528450834839      0.08968977241917911      0.09515776029493396      0.09794740206242603
0.0029561860547084357     0.017563847229179322     0.060310060532125204     0.07385321760615751      0.08270230889335539      0.0894122751638409       0.094869057137628        0.0976531974146859
0.0030223745169281136     0.017447910191191983     0.06009970119856504      0.07360928601237034      0.08243789013283298      0.08913320773418348      0.09457867853448795      0.09735726309023893
0.003089818646447403      0.017332409998263118     0.05988830882443755      0.07336409426260662      0.08217205053503462      0.08885259314392521      0.0942866479196661       0.09705962268488996
0.003158542264644146      0.017217377960792563     0.05967590209976985      0.07311766374487377      0.08190481279227607      0.08857045483306941      0.09399298918806638      0.09676030027275251
0.0032285696448136974     0.017102844228898222     0.05946249995321076      0.07287001616472383      0.08163619996884106      0.08828681665566357      0.09369772668309068      0.09645932039402638
0.0032999255207422887     0.016988837792603254     0.05924812154124545      0.07262117353332631      0.08136623548860386      0.08800170286724399      0.09340088518403847      0.09615670804241289
0.0033726350954430555     0.0168753864846148       0.0590327862372594       0.07237115815532567      0.0810949431223898       0.0877151381119792       0.09310248989317885      0.0958524886521854
0.0034467240500577574     0.016762516985567688     0.05881651362046446      0.07211999261649812      0.08082234697509053      0.0874271474095274       0.09280256642250678      0.0955466880849277
0.003522218552927433      0.016650254831596975     0.05859932346470197      0.07186769977122233      0.08054847147254493      0.08713775614163169      0.092501140780201        0.09523933261596182
0.003599145268835073      0.016538624424101537     0.05838123572713666      0.0716143027297794       0.08027334134820799      0.08684699003845923      0.0921982393568012       0.09493044892047767
0.0036775313684236813     0.016427649041550172     0.058162270536855604     0.07135982484550252      0.07999698162961945      0.08655487516470846      0.09189388891112238      0.0946200640593835
0.0037574045377929835     0.016317350853183726     0.057942448183384496     0.07110428970178448      0.07971941762469247      0.0862614379055005       0.09158811655592168      0.09430820546489393
0.003838792988278208      0.01620775093446095      0.05772178910513873      0.0708477210989645       0.07944067490783742      0.08596670495207107      0.0912809497433365       0.09399490092587542
0.003921725466414371      0.016098869284093438     0.057500313877820175     0.07059014304111169      0.0791607793059394       0.0856707032872791       0.09097241625011256      0.09368017857296257
0.004006231264089606      0.015990724842518823     0.05727804320277546      0.07033157972271648      0.07887975688420516      0.08537346017095541      0.09066254416263851      0.09336406686347104
0.004092340228891101      0.015883335511654457     0.05705499789532806      0.07007205551531054      0.07859763393189789      0.0850750031251036       0.09035136186180832      0.09304659456611772
0.004180082774647326      0.015776718175782953     0.05683119887310094      0.06981159495402843      0.07831443694797792      0.08477535991897418      0.09003889800772741      0.09272779074557347
0.004269489892170224      0.01567088872341521      0.056606667144339734     0.06955022272412842      0.07803019262666355      0.08447455855402948      0.08972518152428004      0.09240768474686106
0.004360593160201255      0.015565862069990376     0.05638142379625219      0.06928796364749021      0.07774492784293482      0.08417262724881766      0.08941024158358182      0.09208630617962368
0.004453424756565013      0.01546165218126347      0.056155489983377674     0.06902484266909972      0.07745866963799121      0.08386959442377288      0.08909410759033148      0.09176368490227833
0.004548017469534537      0.015358272097247768     0.055928886915996415     0.06876088484354535      0.07717144520468261      0.08356548868596275      0.08877680916607802      0.09143985100607344
0.004644404709412129      0.01525573395657878      0.05570163584859687      0.06849611532153099      0.0768832818729363       0.08326033881379666      0.08845837613343496      0.09111483479907279
0.004742620520329984      0.015154049021174225     0.05547375806840761      0.06823055933643017      0.0765942070951857       0.08295417374171479      0.08813883850023951      0.09078866679008085
0.004842699592274587      0.015053227701073129     0.05524527488401057      0.06796424219089106      0.07630424843182806      0.08264702254487688      0.0878182264436948       0.09046137767253107
0.004944677273339301      0.014953279579343129     0.055016207614045465     0.06769718924350679      0.076013433536717        0.08233891442386573      0.08749657029450189      0.09013299830835203
0.005048589582209357      0.014854213436953038     0.054786577576017584     0.0674294258955706       0.07572179014271932      0.08202987868942539      0.08717390052100209      0.08980355971183507
0.005154473220883726      0.01475603727751933      0.05455640607522032      0.06716097757792261      0.07542934604733711      0.08171994474724517      0.08685024771334836      0.0894730930335178
0.0052623655876383145     0.01465875835183952      0.05432571439378234      0.06689186973790825      0.07513612909842052      0.0814091420828145       0.08652564256772399      0.08914162954410047
0.005372304790235109      0.014562383182136712     0.0540945237798513       0.0666221278264573       0.07484216717998432      0.08109750024635812      0.08620011587062201      0.08880920061841668
0.005484329659381879      0.014466917585948699     0.05386285543692357      0.06635177728529887      0.07454748819813979      0.08078504883787047      0.08587369848320706      0.08847583771947337
0.005598479762447276      0.014372366699602795     0.053630730513328936     0.0660808435343242       0.07425212006715834      0.08047181749226384      0.08554642132577243      0.08814157238257656
0.005714795417436066      0.014278735001227056     0.053398170091881095     0.06580935195910917      0.07395609069568189      0.08015783586464445      0.08521831536230987      0.0878064361995612
0.005833317707229548      0.014186026333255478     0.05316519517970125      0.06553732789860858      0.0736594279730916       0.07984313361573539      0.08488941158520813      0.08747046080313828
0.00595408849409604       0.0140942439243949       0.05293182669822445      0.06526479663303082      0.0733621597560466       0.07952774039745414      0.08455974100009458      0.08713367785137985
0.006077150434476774      0.01400339041102757      0.05269808547339502      0.06499178337190786      0.0730643138552096       0.07921168583866459      0.08422933461083539      0.0867961190123516
0.006202546994052162      0.013913467858030373     0.05246399222606088      0.06471831324236953      0.07276591802216556      0.07889499953111204      0.08389822340470715      0.08645781594891203
0.006330322463093984      0.013824477778999604     0.05222956756257069      0.06444441127762625      0.07246699993654893      0.07857771101555644      0.08356643833775751      0.08611880030369098
0.006460521972108746      0.013736421155874668     0.05199483196558361      0.06417010240567964      0.0721675871933922       0.07825984976811767      0.08323401032036326      0.08577910368426062
0.00659319150777789       0.01364929845796095      0.051759805785095064     0.06389541143825903      0.07186770729069722      0.07794144518683754      0.08290097020300088      0.08543875764851458
0.006728377929200352      0.013563109660355791     0.051524509229685655     0.06362036305999894      0.07156738761725007      0.07762252657848051      0.08256734876224261      0.08509779369026384
0.006866128984443262      0.013477854261786364     0.05128896235799772      0.06334498181786317      0.07126665544068034      0.07730312314557258      0.08223317668698797      0.08475624322506642
0.007006493327406631      0.013393531301872336     0.05105318507044444      0.06306929211082127      0.07096553789577952      0.0769832639736964       0.08189848456494447      0.08441413757629976
0.007149520535008036      0.01331013937782725      0.05081719710115534      0.06279331817978562      0.07066406197308046      0.07666297801904876      0.08156330286936284      0.08407150796148496
0.007295261124693224      0.013227676660617312     0.050581018010162224     0.0625170840978143       0.07036225450771276      0.07634229409626875      0.08122766194604325      0.0837283854788799
0.007443766572278972      0.013146140910596772     0.05034466717582788      0.06224061376058497      0.07006014216853562      0.0760212408665462       0.08089159200061632      0.08338480109434282
0.0075950893301344235     0.013065529492639246     0.050108163787522045     0.06196393087714615      0.06975775144755417      0.07569984682601666      0.08055512308611229      0.08304078562848143
0.007749282845707362      0.012985839390788846     0.049871526838545996     0.06168705896094642      0.06945510864963136      0.07537814029445367      0.08021828509082068      0.08269636974409389
0.007906401580401956      0.012907067222451059     0.04963477511930614      0.061410021321150934     0.06915223988249386      0.07505614940425973      0.07988110772645354      0.08235158393391119
0.008066501028814552      0.012829209252145696     0.04939792721074084      0.061132841054245046     0.06884917104703919      0.07473390208976444      0.07954362051661881      0.08200645850864699
0.008229637738334539      0.012752261404843455     0.04916100147799975      0.06085554103592786      0.06854592782795021      0.0744114260768362       0.07920585278560333      0.08166102358535998
0.008395869329116918      0.012676219278906945     0.048924016064376116     0.060578143913299076     0.0682425356846184       0.07408874887281003      0.07886783364748193      0.08131530907614055
0.008565254514433877      0.0126010781586567       0.04868698888549356      0.06030067209734112      0.06793901984237916      0.07376589775673759      0.07852959199554707      0.08096934467712244
0.008737853121412379      0.012526833026579875     0.048449937623745123     0.060023147755697254     0.06763540528406298      0.07344289976996071      0.07819115649207287      0.08062315985782662
0.00891372611216523       0.012453478575200776     0.04821287972298561      0.05974559280574713      0.06733171674186304      0.07311978170701533      0.07785255555840892      0.0802767838508396
0.009092935605322993      0.012381009218629146     0.04797583238347658      0.05946802890797923      0.06702797868952376      0.07279657010686359      0.07751381736541647      0.07993024564183251
0.009275544897974377      0.012309419103801953     0.04773881255707904      0.05919047745966184      0.06672421533484318      0.07247329124446181      0.07717496982423884      0.0795835739599256
0.009461618488022898      0.012238702121431886     0.047501836942697995     0.058912959588810404     0.06642045061250414      0.07214997112265634      0.07683604057741994      0.07923679726839525
0.0096512220969676        0.01216885191667686      0.04726492198197182      0.05863549614845192      0.06611670817722112      0.0718266354644232       0.07649705699036485      0.0788899437557313
0.009844422693116056      0.01209986189954029      0.04702808385520578      0.05835810771118362      0.06581301139720626      0.07150330970543585      0.07615804614314561      0.07854304132704304
0.010041288515237641      0.01203172525501412      0.046791338477546934     0.05808081456402528      0.06550938334795844      0.07118001898697131      0.0758190348226539       0.0781961175958174
0.010241889096665605      0.011964434952972882     0.04655470149539894      0.05780363670356341      0.06520584680636775      0.07085678814915308      0.07548004951509893      0.07784919987602665
0.010446295289856316      0.011897983757827597     0.046318188283070785     0.057526593831384115     0.06490242424513637      0.07053364172452362      0.0751411163988541       0.07750231517458876
0.010654579291414537      0.011832364237946296     0.04608181393965629      0.05724970534979126      0.06459913782751667      0.07021060393195466      0.07480226133764628      0.0771554901841795
0.01086681466759332       0.011767568774848523     0.04584559328614445      0.05697299035780909      0.0642960094023591       0.06988769867088523      0.0744635098740902       0.07680875127639346
0.011083076380277765      0.011703589572179214     0.045609540862750535     0.0566964676474641       0.0639930604994688       0.06956494951588885      0.07412488722356762      0.07646212449525464
0.011303440813461654      0.011640418664466348     0.04537367092646781      0.056420155700342464     0.06369031232527031      0.06924237971156717      0.07378641826844282      0.07611563555107384
0.011527985800226445      0.01157804792566785      0.04513799744883498      0.056144072684420246     0.06338778575877319      0.06892001216776683      0.07344812755261916      0.07576930981465158
0.011756790650231993      0.011516469077511683     0.04490253411391287      0.055868236451161166     0.0630855013478375       0.0685978694551152       0.07311003927642973      0.07542317231182219
0.011989936177728904      0.011455673697632007     0.044667294316466474     0.05559266453287727      0.06278347930573412      0.06827597380087333      0.07277217729185974      0.07507724771833797
0.012227504730102211      0.011395653227505662     0.04443229116034815      0.05531737414034858      0.062481739507993364     0.06795434708510151      0.07243456509809712      0.07473156035508982
0.012469580216956665      0.011336398980191837     0.04419753745707561      0.05504238216069695      0.06218030148954276      0.06763301083712853      0.07209722583740746      0.07438613418365757
0.012716248139753668      0.01127790214787843      0.043963045724598845     0.05476770515550686      0.06187918444212143      0.06731198623232923      0.07176018229132872      0.07404099280219174
0.012967595622010634      0.01122015380923776      0.04372882818625226      0.05449335935919049      0.061578407211973725     0.06699129408919781      0.0714234568771818       0.0736961594416159
0.013223711440073031      0.011163144936595603     0.04349489676988515      0.054219360677590034     0.06127798829781131      0.0666709548667141       0.07108707164489123      0.07335165696215049
0.013484686054470478      0.011106866402916684     0.04326126310716473      0.05394572468681202      0.060977945849039206     0.06635098866199685      0.07075104827411102      0.07300750785014826
0.0137506116418674        0.01105130898860943      0.04302793853304594      0.0536724666322871       0.06067829766424264      0.06603141520824113      0.07041540807165073      0.0726637342152409
0.014021582127620119      0.01099646338815466      0.042794934085403157     0.05339960142805049      0.06037906118992542      0.06571225387293231      0.07008017196919654      0.07232035778778664
0.014297693218951352      0.010942320216559874     0.04256226050481586      0.053127143656236164     0.06008025351949613      0.06539352365632692      0.0697453605213203       0.07197739991661675
0.014579042438754188      0.010888870015643922     0.04232992823450427      0.05285510756677913      0.05978189139249402      0.06507524319020012      0.06941099390376956      0.07163488156707315
0.014865729160037349      0.010836103260154276     0.0420979474204074       0.05258350707731846      0.05948399119405029      0.06475743073685288      0.06907709191203806      0.07129282331933139
0.015157854641023871      0.010784010363720363     0.041866327911397036     0.052312355773296015     0.05918656895457661      0.06444010418836632      0.06874367396020059      0.07095124536700378
0.015455522060915708      0.010732581684646074     0.04163507925962398      0.05204166690824401      0.05888964034967527      0.06412328106610538      0.06841075908001595      0.07061016751601215
0.01575883655633677       0.010681807531544168     0.04140421072098645      0.05177145340425438      0.05859322070026403      0.06380697852045653      0.0680783659202848       0.07026960918373058
0.01606790525846737       0.01063167816881628      0.04117373125571745      0.051501727852624635     0.05829732497290933      0.06349121333079932      0.06774651274645621      0.06992958939838437
